,,,,Labels After Replacement,,,,
983695415483752448,,,,IMFL,IMFL,IMFL,,IMFL
993175806972178433,,,,IMFL,IMFL,IMFL,,IMFL
1023640456750661633,,,,IMFL,IMFL,IMFL,,IMFL
992402749236051970,,,,IRNE,IRNE,IRNE,,IRNE
1001154559715237894,,,,IRNE,IRNE,IRNE,,IRNE
983089985409683456,,,,IMFL,IMFL,IMFL,,IMFL
1033112103824109568,,,,IMFL,IMAC,IMFL,,IMFL
1030666102609731584,,,,IMFL,IMFL,IMFL,,IMFL
1001630181214351360,,,,IRNE,IMFL,IRNE,,IRNE
1030475383060291584,,,,IMFL,IMFL,IMFL,,IMFL
997844071451381760,,,,IMFL,IMFL,IMFL,,IMFL
994531313376989185,,,,IRNE,IRNE,IMFL,,IRNE
984100196178153472,,,,IMFL,IMFL,IMFL,,IMFL
1033840496383324161,,,,IRNE,IRNE,IRNE,,IRNE
981907221939408901,,,,IMFL,IMFL,IMFL,,IMFL
1044986721883107333,,,,IMFL,IMFL,IMFL,,IMFL
990232523954417665,,,,IRNE,IRNE,IRNE,,IRNE
1042141384080338944,,,,IRNE,IRNE,IRNE,,IRNE
981601764054007814,,,,IMFL,IMFL,IMFL,,IMFL
1037437663496810496,,,,IMFL,IMFL,IMFL,,IMFL
982227396538462208,,,,IMFL,IMFL,IMFL,,IMFL
988497560309587970,,,,IRNE,IRNE,IRNE,,IRNE
984098945746993154,,,,IMFL,IMFL,IMFL,,IMFL
1023590942635438082,,,,IMFL,IMFL,IMFL,,IMFL
1032695640588017667,,,,IRNE,IRNE,IRNE,,IRNE
1042543399675592704,,,,IRNE,IRNE,IRNE,,IRNE
1001813576892469249,,,,IMFL,IMFL,IMFL,,IMFL
983593590768177152,,,,IMFL,IMFL,IMFL,,IMFL
979792910261587970,,,,IRNE,IRNE,IRNE,,IRNE
1038497376821043200,,,,IMFL,IMFL,IMFL,,IMFL
1045423941911801856,,,,IRNE,IRNE,IRNE,,IRNE
977928846401069056,,,,IRNE,IRNE,IMFL,,IRNE
1001177809182707714,,,,IMFL,IRNE,IMFL,,IMFL
983720655911825410,,,,IMFL,IRNE,IMFL,,IMFL
1023611956694081536,,,,IMFL,IMFL,IMFL,,IMFL
991345735294767105,,,,IMFL,IMFL,IMFL,,IMFL
1023931324896239616,,,,IRNE,IRNE,IRNE,,IRNE
983926993283665920,,,,IRNE,IRNE,IRNE,,IRNE
1039237625960443904,,,,IRNE,IRNE,IRNE,,IRNE
1014967000202989568,,,,IRNE,IRNE,IRNE,,IRNE
983026880843534336,,,,IMFL,IMFL,IMFL,,IMFL
982995812891480066,,,,IMFL,IMFL,IMFL,,IMFL
983961821735477248,,,,IRNE,IRNE,IMAC,,IRNE
983762501534994432,,,,IMFL,IRNE,IMFL,,IMFL
1038451132769742848,,,,IMFL,IMFL,IMFL,,IMFL
982249299202326530,,,,IMFL,IMFL,IMFL,,IMFL
1037067823917477889,,,,IRNE,IRNE,IRNE,,IRNE
1006290391178543105,,,,IRNE,IRNE,IRNE,,IRNE
1038813383456436226,,,,IMFL,IMFL,IMFL,,IMFL
1032708181229756416,,,,IRNE,IRNE,IRNE,,IRNE
1037848852840230912,,,,IMFL,IMFL,IMFL,,IMFL
1037800149504937984,,,,IMFL,IMFL,IMFL,,IMFL
1045397578324615168,,,,IMFL,IMFL,IMFL,,IMFL
1003319545543749633,,,,IRNE,IRNE,IRNE,,IRNE
982214190428405768,,,,IMFL,IMFL,IRNE,,IMFL
1037343304222949376,,,,IMFL,IMFL,IMFL,,IMFL
995985474719186946,,,,IRNE,IRNE,IRNE,,IRNE
1023585641324584961,,,,IRNE,IMFL,IMFL,,IMFL
1038414975897923585,,,,IMFL,IMFL,IMFL,,IMFL
1006299778622414850,,,,IMFL,IMFL,IMFL,,IMFL
980537938781097984,,,,IRNE,IRNE,IRNE,,IRNE
1005892756718354432,,,,IMFL,IMFL,IMFL,,IMFL
1001673095147671553,,,,IRNE,IRNE,IRNE,,IRNE
1037257246948958208,,,,IRNE,IRNE,IRNE,,IRNE
1041087657688936448,,,,IRNE,IRNE,IRNE,,IRNE
983343471246405632,,,,IMFL,IMFL,IRNE,,IMFL
1044623768163880960,,,,IMFL,IMFL,IMFL,,IMFL
980094862686085121,,,,IMFL,IMFL,IMFL,,IMFL
1037388948757258240,,,,IMFL,IMFL,IMFL,,IMFL
1036710747378774017,,,,IRNE,IRNE,IRNE,,IRNE
970026171051233280,,,,IMFL,IMFL,IRNE,,IMFL
1006025565911044096,,,,IRNE,IRNE,IRNE,,IRNE
1037991226455334917,,,,IRNE,IRNE,IRNE,,IRNE
1000850591852187648,,,,IMFL,IMFL,IMFL,,IMFL
1023596357259599872,,,,IMFL,IMFL,IMFL,,IMFL
1044763073880485895,,,,IRNE,IRNE,IRNE,,IRNE
970031647612600322,,,,IMFL,IMFL,IMFL,,IMFL
991650537937530880,,,,IMFL,IMFL,IMFL,,IMFL
984289473348370432,,,,IMFL,IMFL,IMFL,,IMFL
993435480107765761,,,,IRNE,IRNE,IRNE,,IRNE
994176090338930688,,,,IMFL,IMFL,IMFL,,IMFL
1044591202564284416,,,,IMFL,IMFL,IMFL,,IMFL
1034936919552131072,,,,IRNE,IRNE,IRNE,,IRNE
1038870645063524353,,,,IMFL,IMFL,IMFL,,IMFL
998422564727902208,,,,IMFL,IMFL,IMFL,,IMFL
980142064200503298,,,,IRNE,IRNE,IRNE,,IRNE
997842264562061312,,,,IMFL,IMFL,IMFL,,IMFL
982288389511827457,,,,IRNE,IMFL,IMFL,,IMFL
1031233958594400256,,,,IRNE,IRNE,IRNE,,IRNE
1039874401326510080,,,,IRNE,IRNE,IRNE,,IRNE
1046521636835512321,,,,IRNE,IRNE,IRNE,,IRNE
1045331640124354560,,,,IMFL,IMFL,IMFL,,IMFL
1023572938723926016,,,,IMFL,IMFL,IMFL,,IMFL
1029412870893830150,,,,IMFL,IMFL,IMFL,,IMFL
1037394693703823360,,,,IRNE,IRNE,IRNE,,IRNE
981937999595192320,,,,IMFL,IMFL,IMFL,,IMFL
981213333784268803,,,,IMFL,IRNE,IMFL,,IMFL
992107034400251905,,,,IRNE,IRNE,IRNE,,IRNE
998573716803063808,,,,IMFL,IMFL,IMFL,,IMFL
993196279105802240,,,,IRNE,IRNE,IRNE,,IRNE
983939811311579137,,,,IMFL,IMFL,IMFL,,IMFL
1037329112090783744,,,,IMFL,IMFL,IMFL,,IMFL
983421418519003136,,,,IMFL,IMFL,IMFL,,IMFL
1046166325779984384,,,,IRNE,IRNE,IRNE,,IRNE
980117798277079041,,,,IMFL,IMFL,IMFL,,IMFL
1038093609973755907,,,,IMFL,IMFL,IMFL,,IMFL
983568740888530946,,,,IRNE,IRNE,IRNE,,IRNE
998604034079682561,,,,IMFL,IMFL,IMFL,,IMFL
1031217595150729216,,,,IMFL,IMFL,IMFL,,IMFL
997518145953910785,,,,IMFL,IMFL,IMFL,,IMFL
982298938677125121,,,,IMFL,IMFL,IMFL,,IMFL
984440122711080960,,,,IMFL,IMFL,IMFL,,IMFL
991757328318894080,,,,IRNE,IRNE,IRNE,,IRNE
994233795426516993,,,,IMFL,IMFL,IRNE,,IMFL
1038193714160717824,,,,IRNE,IMFL,IRNE,,IRNE
983666212470247424,,,,IMFL,IRNE,IRNE,,IRNE
1044639571387043840,,,,IMFL,IMFL,IMFL,,IMFL
988789785581031424,,,,IMFL,IMFL,IMFL,,IMFL
1034834608960024578,,,,IMFL,IMFL,IMFL,,IMFL
982232797078216709,,,,IMFL,IMFL,IMFL,,IMFL
1041399316030652416,,,,IRNE,IRNE,IRNE,,IRNE
983761144606281731,,,,IMFL,IMFL,IMFL,,IMFL
1042174265477484544,,,,IMFL,IMFL,IMFL,,IMFL
988884130661363713,,,,IMFL,IMFL,IMFL,,IMFL
970356420238508032,,,,IMFL,IMFL,IMFL,,IMFL
1039542195043401728,,,,IMFL,IMFL,IMFL,,IMFL
991793565494804485,,,,IMFL,IMFL,IMFL,,IMFL
1038486435937038337,,,,IMFL,IMFL,IMFL,,IMFL
988477682647273479,,,,IMFL,IMFL,IMFL,,IMFL
1003258035521949699,,,,IRNE,IRNE,IRNE,,IRNE
997560211576680449,,,,IMFL,IMFL,IMFL,,IMFL
997880240272826368,,,,IMFL,IMFL,IMFL,,IMFL
982253094338621440,,,,IMFL,IMFL,IMFL,,IMFL
1042105181318602752,,,,IMFL,IMFL,IMFL,,IMFL
984389807869542400,,,,IMFL,IMFL,IMFL,,IMFL
984183047791800320,,,,IRNE,IRNE,IRNE,,IRNE
983790433653411840,,,,IRNE,IRNE,IRNE,,IRNE
983770044864909313,,,,IMFL,IMFL,IMFL,,IMFL
983394664815448064,,,,IRNE,IRNE,IRNE,,IRNE
1038168472386195457,,,,IRNE,IRNE,IRNE,,IRNE
981908666055086080,,,,IMFL,IMFL,IMFL,,IMFL
998579343055032320,,,,IMFL,IMFL,IMFL,,IMFL
983578893918470144,,,,IRNE,IRNE,IRNE,,IRNE
1000903480054288385,,,,IRNE,IRNE,IRNE,,IRNE
1045388981880463360,,,,IMFL,IMFL,IMFL,,IMFL
984261533139177472,,,,IRNE,IRNE,IRNE,,IRNE
981234096880979968,,,,IMFL,IRNE,IRNE,,IRNE
1045766641034964993,,,,IMFL,IMFL,IMFL,,IMFL
1014930270066225159,,,,IRNE,IRNE,IRNE,,IRNE
983903504757612544,,,,IMFL,IRNE,IMFL,,IMFL
1045393764703973376,,,,IMFL,IMFL,IMFL,,IMFL
1039896422383071232,,,,IRNE,IRNE,IRNE,,IRNE
1006291601201815557,,,,IRNE,IRNE,IRNE,,IRNE
1038138203490922500,,,,IMFL,IMFL,IMFL,,IMFL
982233624962482176,,,,IMFL,IMFL,IMFL,,IMFL
1033474092786171904,,,,IMFL,IMFL,IMFL,,IMFL
994282641418530816,,,,IMFL,IMFL,IMFL,,IMFL
1022865211479531521,,,,IMFL,IMFL,IMFL,,IMFL
1037892304512720896,,,,IRNE,IRNE,IRNE,,IRNE
992103543476809734,,,,IMFL,IMFL,IMFL,,IMFL
982090689768054784,,,,IRNE,IRNE,IMFL,,IRNE
983845106078965760,,,,IMFL,IMFL,IMFL,,IMFL
988798709117972480,,,,IMFL,IMFL,IMFL,,IMFL
983088301899964416,,,,IRNE,IRNE,IRNE,,IRNE
1044606233666301952,,,,IMFL,IRNE,IMFL,,IMFL
991279278674325504,,,,IRNE,IRNE,IRNE,,IRNE
1041464200546140160,,,,IRNE,IRNE,IRNE,,IRNE
1045794242650656769,,,,IRNE,IRNE,IRNE,,IRNE
984071033975136256,,,,IMFL,IMFL,IMFL,,IMFL
1029395561777188864,,,,IMFL,IRNE,IMFL,,IMFL
1042419276232237056,,,,IRNE,IRNE,IRNE,,IRNE
989128832241283073,,,,IMFL,IMFL,IMFL,,IMFL
989576678501486592,,,,IMFL,IMFL,IMFL,,IMFL
1022105136406126593,,,,IMFL,IMFL,IMFL,,IMFL
988758430923051008,,,,IMFL,IMFL,IMFL,,IMFL
1044612859970375682,,,,IMFL,IMFL,IMFL,,IMFL
1030507588176281600,,,,IRNE,IRNE,IRNE,,IRNE
1005921543099166723,,,,IMFL,IMFL,IMFL,,IMFL
997469618439704577,,,,IMFL,IMFL,IMFL,,IMFL
983455332029616128,,,,IMFL,IMFL,IMFL,,IMFL
981583788252811264,,,,IRNE,IRNE,IRNE,,IRNE
1031277537186471942,,,,IRNE,IRNE,IRNE,,IRNE
1037376909288660993,,,,IRNE,IRNE,IRNE,,IRNE
989137932161376256,,,,IMFL,IMFL,IMFL,,IMFL
978316654894608385,,,,IRNE,IRNE,IRNE,,IRNE
984109199029424128,,,,IMFL,IMFL,IMFL,,IMFL
983369034057027584,,,,IMFL,IMFL,IMFL,,IMFL
988483702035447809,,,,IRNE,IRNE,IRNE,,IRNE
1005510078600970241,,,,IRNE,IRNE,IRNE,,IRNE
1031351777000599552,,,,IMFL,IMFL,IMFL,,IMFL
991833478474944512,,,,IRNE,IRNE,IRNE,,IRNE
981884603068747776,,,,IMFL,IMFL,IMFL,,IMFL
989068669132079104,,,,IMFL,IMFL,IMFL,,IMFL
1044957590621483008,,,,IMFL,IMFL,IMFL,,IMFL
1023586270298161152,,,,IMFL,IMFL,IMFL,,IMFL
1037623770041798657,,,,IRNE,IRNE,IRNE,,IRNE
1044984831854223363,,,,IMFL,IMFL,IMFL,,IMFL
1046181242797019136,,,,IMFL,IMFL,IRNE,,IMFL
991354730134884354,,,,IMFL,IMFL,IMFL,,IMFL
999454671298326533,,,,IRNE,IRNE,IRNE,,IRNE
974654719061786624,,,,IMFL,IMFL,IMFL,,IMFL
984399376247328768,,,,IRNE,IRNE,IRNE,,IRNE
981068658897276929,,,,IMFL,IRNE,IMFL,,IMFL
982294813260374016,,,,IMFL,IMFL,IMFL,,IMFL
1041240716066910209,,,,IRNE,IRNE,IRNE,,IRNE
1039050149358657537,,,,IRNE,IRNE,IRNE,,IRNE
984054215063621633,,,,IMFL,IMFL,IMFL,,IMFL
1023934406610837504,,,,IMFL,IMFL,IMFL,,IMFL
1022528957734944768,,,,IRNE,IRNE,IRNE,,IRNE
1037349173539024897,,,,IRNE,IRNE,IRNE,,IRNE
983705384773971968,,,,IRNE,IRNE,IMFL,,IRNE
983370673694433281,,,,IRNE,IRNE,IRNE,,IRNE
1038810902085201920,,,,IMFL,IMFL,IMFL,,IMFL
980531990251352064,,,,IMFL,IMFL,IMFL,,IMFL
982139275532615680,,,,IMFL,IMFL,IMFL,,IMFL
981511191037120513,,,,IMFL,IMFL,IMFL,,IMFL
988115269221605381,,,,IMFL,IMFL,IMFL,,IMFL
984464269168259073,,,,IRNE,IRNE,IRNE,,IRNE
1042418326843142145,,,,IMFL,IMFL,IMFL,,IMFL
998578710575009794,,,,IMFL,IMFL,IMFL,,IMFL
1023618269482307584,,,,IMFL,IMFL,IMFL,,IMFL
983117410134904832,,,,IRNE,IRNE,IMFL,,IRNE
984103173618065409,,,,IMFL,IMFL,IMFL,,IMFL
990276277213986817,,,,IMFL,IMFL,IMFL,,IMFL
983822704317992960,,,,IMFL,IMFL,IMFL,,IMFL
982156983821201408,,,,IRNE,IRNE,IRNE,,IRNE
1046349116450762757,,,,IRNE,IRNE,IRNE,,IRNE
984535515000201216,,,,IMFL,IMFL,IMFL,,IMFL
1044637043203158018,,,,IMFL,IMFL,IMFL,,IMFL
1014501240494002176,,,,IMFL,IMFL,IMFL,,IMFL
983069778997891072,,,,IMFL,IMFL,IMFL,,IMFL
997880414734901248,,,,IMFL,IMFL,IMFL,,IMFL
1023622241689456641,,,,IMFL,IMFL,IMFL,,IMFL
980468679463849984,,,,IMFL,IMFL,IMFL,,IMFL
1045385863025299456,,,,IMFL,IMFL,IMFL,,IMFL
1029429508103958529,,,,IMFL,IMFL,IMFL,,IMFL
1038436888917540864,,,,IMFL,IMFL,IMFL,,IMFL
1029379532359434241,,,,IMFL,IMFL,IMFL,,IMFL
984186962784473088,,,,IMFL,IMFL,IMFL,,IMFL
983429243458740224,,,,IMFL,IMFL,IMFL,,IMFL
1005475896151732224,,,,IMFL,IMFL,IMFL,,IMFL
982997785652981760,,,,IMFL,IMFL,IMFL,,IMFL
983019755467571201,,,,IMFL,IMFL,IMFL,,IMFL
1005156571607961600,,,,IRNE,IRNE,IRNE,,IRNE
982290295906848768,,,,IMFL,IMFL,IRNE,,IMFL
981923029457473538,,,,IMFL,IMFL,IMFL,,IMFL
1038504563907723264,,,,IMFL,IMFL,IMFL,,IMFL
1030470252512137216,,,,IMFL,IMFL,IMFL,,IMFL
1042426780961914883,,,,IMFL,IMFL,IMFL,,IMFL
1036996229895528451,,,,IMFL,IMFL,IMFL,,IMFL
1000792628420542467,,,,IRNE,IRNE,IRNE,,IRNE
984304124140408832,,,,IMFL,IMFL,IMFL,,IMFL
984013810255171584,,,,IMFL,IRNE,IRNE,,IRNE
998984168699781121,,,,IRNE,IRNE,IRNE,,IRNE
1001909586041950211,,,,IRNE,IRNE,IRNE,,IRNE
1039207562137272320,,,,IMFL,IMFL,IMFL,,IMFL
988529199139950592,,,,IMFL,IMFL,IMFL,,IMFL
1038502278410514434,,,,IMFL,IMFL,IMFL,,IMFL
983109467398131712,,,,IMFL,IRNE,IMFL,,IMFL
1029381467846139904,,,,IMFL,IMFL,IMFL,,IMFL
1037398436482637828,,,,IMFL,IMFL,IMFL,,IMFL
1031279705310281730,,,,IRNE,IRNE,IRNE,,IRNE
1023538405462958081,,,,IRNE,IRNE,IMFL,,IRNE
988765296709328896,,,,IMFL,IMFL,IMFL,,IMFL
1044662794006777856,,,,IMFL,IMFL,IMFL,,IMFL
970179182088085504,,,,IMFL,IMFL,IRNE,,IMFL
988756194192850944,,,,IMFL,IMFL,IMFL,,IMFL
988738840641843201,,,,IMFL,IMFL,IMFL,,IMFL
989740194965348352,,,,IMFL,IMFL,IMFL,,IMFL
988758638499127296,,,,IMFL,IMFL,IMFL,,IMFL
1001442715106717696,,,,IMFL,IMFL,IMFL,,IMFL
979817202068197376,,,,IRNE,IRNE,IRNE,,IRNE
1014542060471320578,,,,IMFL,IMFL,IMFL,,IMFL
983949530239561728,,,,IMFL,IRNE,IRNE,,IRNE
1039584530410205184,,,,IMFL,IMFL,IMFL,,IMFL
988456279541780481,,,,IMFL,IMFL,IMFL,,IMFL
988808638784528385,,,,IMFL,IMFL,IMFL,,IMFL
1033791514038681600,,,,IRNE,IRNE,IRNE,,IRNE
982235890784256000,,,,IMFL,IMFL,IMFL,,IMFL
1005471388105310209,,,,IMFL,IMFL,IMFL,,IMFL
998768911284924416,,,,IMFL,IMFL,IMFL,,IMFL
984186960792182784,,,,IMFL,IMFL,IMFL,,IMFL
981916695366336512,,,,IMFL,IMFL,IMFL,,IMFL
979748195445235713,,,,IRNE,IRNE,IRNE,,IRNE
1000955086368137216,,,,IRNE,IRNE,IRNE,,IRNE
1044987055250558977,,,,IMFL,IMFL,IMFL,,IMFL
1046077731958607872,,,,IRNE,IRNE,IRNE,,IRNE
1041334920411578370,,,,IRNE,IRNE,IRNE,,IRNE
991029660241809409,,,,IMFL,IMFL,IMFL,,IMFL
982163866502103040,,,,IMFL,IMFL,IRNE,,IMFL
1022987190111019008,,,,IRNE,IRNE,IRNE,,IRNE
1030153893899059200,,,,IRNE,IRNE,IRNE,,IRNE
982003641824444418,,,,IMFL,IMFL,IMFL,,IMFL
1028773651376746501,,,,IMFL,IMFL,IMFL,,IMFL
1014191848238276608,,,,IRNE,IRNE,IRNE,,IRNE
988504368906473473,,,,IRNE,IRNE,IRNE,,IRNE
1005449484317454336,,,,IMFL,IMFL,IMFL,,IMFL
983745296562876416,,,,IMFL,IMFL,IMFL,,IMFL
981902713763123200,,,,IMFL,IMFL,IMFL,,IMFL
1003273362276257792,,,,IMFL,IMFL,IMFL,,IMFL
981150503399772162,,,,IMFL,IMFL,IRNE,,IMFL
997922708628393985,,,,IMFL,IMFL,IMFL,,IMFL
991656649176879105,,,,IMFL,IRNE,IRNE,,IRNE
1023585909298606081,,,,IMFL,IMFL,IMFL,,IMFL
1045352256063897600,,,,IMFL,IMFL,IMFL,,IMFL
1044944285232189442,,,,IMFL,IMFL,IMFL,,IMFL
1022168423760052225,,,,IMFL,IMFL,IMFL,,IMFL
982983455645552641,,,,IMFL,IMFL,IMFL,,IMFL
974727719203364864,,,,IMFL,IMFL,IMFL,,IMFL
983776253986705409,,,,IMFL,IRNE,IMFL,,IMFL
1037290872394670080,,,,IMFL,IRNE,IRNE,,IRNE
1045007061375954944,,,,IRNE,IRNE,IRNE,,IRNE
989162843093299200,,,,IMFL,IRNE,IRNE,,IRNE
983393519053234178,,,,IMFL,IMFL,IMFL,,IMFL
1038447636196614144,,,,IMFL,IMFL,IMFL,,IMFL
1028743135613136897,,,,IMFL,IMFL,IRNE,,IMFL
1044970008454070272,,,,IMFL,IMFL,IMFL,,IMFL
991231687727239170,,,,IRNE,IRNE,IRNE,,IRNE
1022132241965690880,,,,IMFL,IMFL,IMFL,,IMFL
988065715327524864,,,,IMFL,IMFL,IMFL,,IMFL
1044917575908556800,,,,IMFL,IRNE,IRNE,,IRNE
1039486333922762752,,,,IRNE,IRNE,IRNE,,IRNE
991759042740617221,,,,IMFL,IMFL,IMFL,,IMFL
1037270591013879808,,,,IRNE,IRNE,IRNE,,IRNE
1022135262183411712,,,,IMFL,IMFL,IMFL,,IMFL
984234948096864257,,,,IMFL,IRNE,IRNE,,IRNE
989141791382351877,,,,IMFL,IMFL,IMFL,,IMFL
982000329003864066,,,,IMFL,IRNE,IMFL,,IMFL
980885256285892608,,,,IRNE,IMFL,IRNE,,IRNE
987786955625779200,,,,IRNE,IRNE,IRNE,,IRNE
1022198925124616193,,,,IRNE,IRNE,IRNE,,IRNE
1044641059026931712,,,,IMFL,IMFL,IMFL,,IMFL
1044587897939124225,,,,IMFL,IMFL,IMFL,,IMFL
993591080154255361,,,,IRNE,IRNE,IRNE,,IRNE
1003083358086291456,,,,IMFL,IRNE,IRNE,,IRNE
980464572879507459,,,,IMFL,IMFL,IMFL,,IMFL
1006023483753746433,,,,IRNE,IRNE,IRNE,,IRNE
993398303827091456,,,,IMFL,IMFL,IMFL,,IMFL
989694782246092801,,,,IMFL,IMFL,IMFL,,IMFL
997563026000809984,,,,IMFL,IMFL,IMFL,,IMFL
984136914038124546,,,,IMFL,IMFL,IMFL,,IMFL
981985148085424128,,,,IRNE,IRNE,IMFL,,IRNE
1013753967938031616,,,,IRNE,IRNE,IRNE,,IRNE
970674794290171904,,,,IMFL,IMFL,IMFL,,IMFL
1037345197603086337,,,,IMFL,IMFL,IMFL,,IMFL
1029207902224113664,,,,IMFL,IMFL,IMFL,,IMFL
1023653107702620161,,,,IMFL,IRNE,IMFL,,IMFL
981305143873417216,,,,IMFL,IMFL,IMFL,,IMFL
1023651987555016704,,,,IMFL,IRNE,IRNE,,IRNE
980502316406239232,,,,IMFL,IMFL,IMFL,,IMFL
1037425813115871233,,,,IMFL,IMFL,IMFL,,IMFL
1000923518408839169,,,,IRNE,IRNE,IRNE,,IRNE
991161755647737856,,,,IRNE,IRNE,IRNE,,IRNE
980860870921252865,,,,IRNE,IRNE,IRNE,,IRNE
983708692590792704,,,,IMFL,IMFL,IMFL,,IMFL
984004418222903296,,,,IMFL,IMFL,IMFL,,IMFL
983932908330209280,,,,IRNE,IMAC,IRNE,,IRNE
983740347518980097,,,,IMFL,IMFL,IMFL,,IMFL
990955022673436673,,,,IMFL,IMFL,IMFL,,IMFL
982090182404071426,,,,IMFL,IMFL,IMFL,,IMFL
1022513344035647488,,,,IRNE,IRNE,IRNE,,IRNE
978221621805711360,,,,IRNE,IRNE,IRNE,,IRNE
983603631973982208,,,,IMFL,IMFL,IMFL,,IMFL
983734208806998017,,,,IMFL,IMFL,IMFL,,IMFL
998715857848229888,,,,IRNE,IRNE,IRNE,,IRNE
983392710139793410,,,,IMFL,IMFL,IMFL,,IMFL
1024008833038004224,,,,IMFL,IMFL,IMFL,,IMFL
993357565110124544,,,,IRNE,IRNE,IRNE,,IRNE
978273239280553984,,,,IRNE,IRNE,IRNE,,IRNE
1033119313266438145,,,,IRNE,IRNE,IRNE,,IRNE
989551864231399424,,,,IRNE,IRNE,IRNE,,IRNE
1046168536803160065,,,,IRNE,IRNE,IRNE,,IRNE
999870280725159936,,,,IRNE,IRNE,IRNE,,IRNE
997854043665027073,,,,IMFL,IMFL,IMFL,,IMFL
983702151967932417,,,,IMFL,IMFL,IMFL,,IMFL
1044932722261741568,,,,IRNE,IRNE,IRNE,,IRNE
1036603057533071360,,,,IRNE,IRNE,IRNE,,IRNE
1044591923632242689,,,,IMFL,IMFL,IMFL,,IMFL
988602252742012928,,,,IRNE,IRNE,IRNE,,IRNE
997916663214460928,,,,IMFL,IMFL,IMFL,,IMFL
1022137515241865216,,,,IMFL,IRNE,IMFL,,IMFL
1038152313251274752,,,,IRNE,IRNE,IRNE,,IRNE
1035593776138530817,,,,IRNE,IRNE,IRNE,,IRNE
983633665677774848,,,,IMFL,IMFL,IMFL,,IMFL
982235501561233410,,,,IMFL,IMFL,IMFL,,IMFL
983625948460404736,,,,IMFL,IMFL,IMFL,,IMFL
1022200689437618181,,,,IMFL,IMFL,IMFL,,IMFL
981557481909444613,,,,IMFL,IMFL,IRNE,,IMFL
1039552727997734914,,,,IMFL,IMFL,IMFL,,IMFL
1029418311736610816,,,,IMFL,IMFL,IMFL,,IMFL
1029398303178481664,,,,IMFL,IRNE,IMFL,,IMFL
989494072497893377,,,,IRNE,IRNE,IRNE,,IRNE
983812028874788867,,,,IMFL,IMFL,IMFL,,IMFL
999023250213662720,,,,IMFL,IMFL,IMFL,,IMFL
1045032360918568960,,,,IMFL,IMFL,IMFL,,IMFL
1037383710092537857,,,,IRNE,IRNE,IRNE,,IRNE
983763946241916928,,,,IMFL,IMFL,IMFL,,IMFL
1004161352116723713,,,,IRNE,IRNE,IRNE,,IRNE
997839986606002176,,,,IMFL,IMFL,IMFL,,IMFL
1037429058341089280,,,,IMFL,IMFL,IMFL,,IMFL
1045464473308418054,,,,IRNE,IRNE,IRNE,,IRNE
1022169004385992705,,,,IMFL,IMFL,IMFL,,IMFL
997145929848360961,,,,IRNE,IRNE,IRNE,,IRNE
1036325642684563456,,,,IRNE,IRNE,IRNE,,IRNE
983087964258471936,,,,IMFL,IMFL,IMFL,,IMFL
1045016352405303297,,,,IMFL,IMFL,IMFL,,IMFL
980483757609283584,,,,IMFL,IMFL,IMFL,,IMFL
1037625469062049792,,,,IRNE,IRNE,IRNE,,IRNE
984071505750487040,,,,IMFL,IMFL,IMFL,,IMFL
980460549959028736,,,,IMFL,IMFL,IMFL,,IMFL
983975959199182849,,,,IMFL,IMFL,IMFL,,IMFL
983305270788001792,,,,IMFL,IMFL,IMFL,,IMFL
1037692545562763264,,,,IMFL,IMFL,IMFL,,IMFL
984052772617293825,,,,IMFL,IMFL,IMFL,,IMFL
998143006694834176,,,,IMFL,IMFL,IMFL,,IMFL
998555312545325057,,,,IMFL,IMFL,IMFL,,IMFL
1037328752219439105,,,,IRNE,IRNE,IRNE,,IRNE
980141388556890114,,,,IMFL,IMFL,IMFL,,IMFL
1005839281078898688,,,,IMFL,IMFL,IMFL,,IMFL
983069171067039745,,,,IMFL,IMFL,IMFL,,IMFL
1042416548630224896,,,,IMFL,IMFL,IMFL,,IMFL
989910465651363840,,,,IMFL,IRNE,IMFL,,IMFL
983792491525623808,,,,IMFL,IMFL,IMFL,,IMFL
983672098001510401,,,,IMFL,IMFL,IMFL,,IMFL
992731967140630528,,,,IRNE,IRNE,IRNE,,IRNE
983806741510017024,,,,IMFL,IMFL,IMFL,,IMFL
974666884904779776,,,,IMFL,IMFL,IMFL,,IMFL
1004838865847320576,,,,IRNE,IRNE,IRNE,,IRNE
1038223613042864128,,,,IMFL,IMFL,IMFL,,IMFL
994211787913547776,,,,IMFL,IMFL,IMFL,,IMFL
1045366751951605760,,,,IMFL,IMFL,IMFL,,IMFL
1039882835358875648,,,,IRNE,IRNE,IRNE,,IRNE
983776431028297728,,,,IMFL,IRNE,IRNE,,IRNE
998730124110557186,,,,IMFL,IMFL,IMFL,,IMFL
1045339376362954752,,,,IMFL,IMFL,IMFL,,IMFL
988521490755792897,,,,IRNE,IRNE,IRNE,,IRNE
984209111846965248,,,,IMFL,IMFL,IMFL,,IMFL
970232397395525633,,,,IMFL,IMFL,IMFL,,IMFL
1036979597957636096,,,,IMFL,IMFL,IMFL,,IMFL
977878484000346112,,,,IRNE,IRNE,IRNE,,IRNE
1001488208570540032,,,,IMFL,IMFL,IMFL,,IMFL
1031236877989367809,,,,IMFL,IMFL,IMFL,,IMFL
1041333929314332672,,,,IRNE,IRNE,IMFL,,IRNE
981303252938522624,,,,IMFL,IMFL,IMFL,,IMFL
