,,,,Labels Replacement,,,,
993841765613531137,,,,IRNE,IRNE,IRNE,,IRNE
993841723276226561,,,,IMAC,IMAC,IMAC,,IMAC
993873958763139072,,,,IMAC,IMAC,IMAC,,IMAC
993872083464736774,,,,IMAC,IMAC,IMAC,,IMAC
993876617435975680,,,,IMAC,IMAC,IMAC,,IMAC
993879448960282624,,,,IMAC,IMAC,IMAC,,IMAC
993888801842966529,,,,IMAC,IMAC,IMAC,,IMAC
993947083446079490,,,,IRNE,IRNE,IRNE,,IRNE
995369291720609793,,,,IRNE,IMAC,IMAC,,IMAC
995560366112468992,,,,IRNE,IRNE,IRNE,,IRNE
995596386665222144,,,,IMAC,IMAC,IMAC,,IMAC
995669754684891136,,,,IMAC,IMAC,IRNE,,IMAC
995671365767389185,,,,IRNE,IRNE,IRNE,,IRNE
997474319407222785,,,,IMAC,IMAC,IMAC,,IMAC
997553238600749061,,,,IRNE,IRNE,IRNE,,IRNE
997577805184585728,,,,IMAC,IMAC,IMAC,,IMAC
998301944937615360,,,,IRNE,IRNE,IRNE,,IRNE
998613636615692289,,,,IMAC,IMAC,IRNE,,IMAC
998740227064778752,,,,IRNE,IRNE,IRNE,,IRNE
998845341351993344,,,,IRNE,IRNE,IRNE,,IRNE
999027232264937472,,,,IMAC,IMAC,IMAC,,IMAC
999150681528422400,,,,IRNE,IRNE,IRNE,,IRNE
999309629657055232,,,,IRNE,IRNE,IRNE,,IRNE
999332640946819073,,,,IMAC,IMAC,IMAC,,IMAC
999328454192529408,,,,IMAC,IMAC,IMAC,,IMAC
999748554116739074,,,,IMAC,IMAC,IMAC,,IMAC
999803077548036097,,,,IRNE,IRNE,IRNE,,IRNE
999866471403712513,,,,IMAC,IMAC,IMAC,,IMAC
999860889254813696,,,,IMAC,IMAC,IMAC,,IMAC
999838810077913088,,,,IMAC,IMAC,IRNE,,IMAC
1000468193570447361,,,,IMAC,IMAC,IMAC,,IMAC
1000544426471710720,,,,IRNE,IRNE,IRNE,,IRNE
1000576643252006913,,,,IMAC,IMAC,IMAC,,IMAC
1000774071183990789,,,,IMAC,IMAC,IMAC,,IMAC
1000800948506255360,,,,IMAC,IMAC,IMAC,,IMAC
1000801082937954304,,,,IMAC,IRNE,IMAC,,IMAC
1000813530571005954,,,,IMAC,IMAC,IMAC,,IMAC
1000897223549505536,,,,IRNE,IRNE,IRNE,,IRNE
1000900430371741696,,,,IMAC,IRNE,IMAC,,IMAC
1000964887474929664,,,,IMAC,IMAC,IMAC,,IMAC
1001147043329421312,,,,IMAC,IMAC,IRNE,,IMAC
1001186560220581888,,,,IMAC,IMAC,IMAC,,IMAC
1001197675218432001,,,,IRNE,IRNE,IRNE,,IRNE
1001211860853673985,,,,IRNE,IRNE,IRNE,,IRNE
1001643342856417280,,,,IMAC,IMAC,IMAC,,IMAC
1001728949981007873,,,,IMAC,IMAC,IMAC,,IMAC
1001885603003330560,,,,IRNE,IRNE,IRNE,,IRNE
1001892025149607937,,,,IMAC,IMAC,IMAC,,IMAC
1001917531274260480,,,,IRNE,IRNE,IRNE,,IRNE
1001933506669432838,,,,IRNE,IRNE,IMAC,,IRNE
1001957394170171392,,,,IRNE,IRNE,IRNE,,IRNE
1001958346851868673,,,,IRNE,IRNE,IRNE,,IRNE
1003353245438263301,,,,IMAC,IMAC,IMAC,,IMAC
1005490023410622474,,,,IMAC,IRNE,IMAC,,IMAC
1005497028032581632,,,,IRNE,IRNE,IRNE,,IRNE
1005803523685183488,,,,IRNE,IRNE,IRNE,,IRNE
1005975994531045376,,,,IRNE,IRNE,IRNE,,IRNE
1006326797997412357,,,,IMAC,IMAC,IMAC,,IMAC
1013490297731518469,,,,IMAC,IMAC,IMAC,,IMAC
1013521599218282496,,,,IMAC,IMAC,IMAC,,IMAC
1034933754186412032,,,,IMAC,IMAC,IMAC,,IMAC
1034934249751826433,,,,IMAC,IMAC,IMAC,,IMAC
1035197605247115267,,,,IMAC,IMAC,IMAC,,IMAC
1035247382487805952,,,,IRNE,IRNE,IRNE,,IRNE
1035572546593325056,,,,IMAC,IRNE,IMAC,,IMAC
1035577741960196096,,,,IMAC,IMAC,IMAC,,IMAC
1035578455830814720,,,,IRNE,IRNE,IRNE,,IRNE
1036695010614431744,,,,IMAC,IMAC,IMAC,,IMAC
1036717282800660481,,,,IMAC,IMAC,IMAC,,IMAC
1037254580520853504,,,,IRNE,IRNE,IRNE,,IRNE
1037225062569467904,,,,IRNE,IRNE,IRNE,,IRNE
1037267533735358465,,,,IMAC,IMAC,IMAC,,IMAC
1037299745717448705,,,,IMAC,IMAC,IMAC,,IMAC
1037330766131343360,,,,IMAC,IMAC,IRNE,,IMAC
1037346383785807877,,,,IMAC,IMAC,IRNE,,IMAC
1037357693810429952,,,,IRNE,IRNE,IRNE,,IRNE
1038800546864549890,,,,IRNE,IRNE,IRNE,,IRNE
1038767229297467393,,,,IRNE,IRNE,IRNE,,IRNE
1038770206653464576,,,,IRNE,IRNE,IRNE,,IRNE
1038865187493818369,,,,IRNE,IRNE,IMAC,,IRNE
1039229292398358528,,,,IRNE,IRNE,IRNE,,IRNE
1039579657258115072,,,,IRNE,IRNE,IRNE,,IRNE
1039599477265518598,,,,IMAC,IMAC,IRNE,,IMAC
1039608852034007041,,,,IMAC,IMAC,IMAC,,IMAC
1040608665525530624,,,,IMAC,IMAC,IMAC,,IMAC
1041066104163057673,,,,IRNE,IRNE,IRNE,,IRNE
1041242787608489984,,,,IMAC,IMAC,IMAC,,IMAC
1041248574590386177,,,,IMAC,IMAC,IMAC,,IMAC
1041256726194991104,,,,IMAC,IMAC,IMAC,,IMAC
1041257150738194432,,,,IMAC,IMAC,IMAC,,IMAC
1041257190089281537,,,,IMAC,IMAC,IMAC,,IMAC
1041302015719206912,,,,IRNE,IRNE,IRNE,,IRNE
1041307632412356608,,,,IMAC,IMAC,IMAC,,IMAC
1041356448142422017,,,,IRNE,IRNE,IRNE,,IRNE
1041430780965269504,,,,IRNE,IRNE,IRNE,,IRNE
1041444142839156736,,,,IMAC,IMAC,IMAC,,IMAC
1041501994597470208,,,,IMAC,IMAC,IMAC,,IMAC
1042135133472604160,,,,IMAC,IMAC,IRNE,,IMAC
1042128413866307584,,,,IMAC,IMAC,IRNE,,IMAC
1042139303831384067,,,,IMAC,IMAC,IRNE,,IMAC
1042149701783576577,,,,IRNE,IRNE,IRNE,,IRNE
1042307953192259584,,,,IRNE,IRNE,IRNE,,IRNE
1043877738296356864,,,,IRNE,IRNE,IRNE,,IRNE
1043906728989986816,,,,IMAC,IMAC,IMAC,,IMAC
1044840709084327938,,,,IRNE,IRNE,IRNE,,IRNE
1044901204357246976,,,,IRNE,IRNE,IRNE,,IRNE
1044904617493098496,,,,IRNE,IRNE,IRNE,,IRNE
989970511936581635,,,,IMAC,IMAC,IMAC,,IMAC
1041283657594544128,,,,IMAC,IMAC,IMAC,,IMAC
990663698485215234,,,,IRNE,IRNE,IRNE,,IRNE
1044788770359431173,,,,IRNE,IRNE,IRNE,,IRNE
1045857710665805825,,,,IRNE,IRNE,IRNE,,IRNE
1001222530659700737,,,,IRNE,IRNE,IRNE,,IRNE
987795083796930560,,,,IRNE,IRNE,IRNE,,IRNE
1041270081022578688,,,,IRNE,IRNE,IRNE,,IRNE
1046154104127541258,,,,IRNE,IRNE,IRNE,,IRNE
1005950773803528197,,,,IRNE,IRNE,IRNE,,IRNE
999338476289036288,,,,IRNE,IRNE,IRNE,,IRNE
1041239056116580352,,,,IMAC,IMAC,IMAC,,IMAC
1041252095402422272,,,,IMAC,IMAC,IMAC,,IMAC
1037329716519350272,,,,IMAC,IMAC,IMAC,,IMAC
993802362245525504,,,,IMAC,IMAC,IMAC,,IMAC
1040987818259083265,,,,IRNE,IRNE,IRNE,,IRNE
988011343864303616,,,,IRNE,IRNE,IRNE,,IRNE
1014888448254271488,,,,IRNE,IRNE,IRNE,,IRNE
1046121673110560768,,,,IRNE,IRNE,IRNE,,IRNE
996103870601465858,,,,IMAC,IMAC,IMAC,,IMAC
998715232443863040,,,,IRNE,IRNE,IRNE,,IRNE
1042167868559908865,,,,IRNE,IRNE,IRNE,,IRNE
1037003214690902017,,,,IRNE,IRNE,IRNE,,IRNE
1046102920209596416,,,,IRNE,IRNE,IRNE,,IRNE
993882469509169154,,,,IMAC,IMAC,IMAC,,IMAC
980675221920407552,,,,IRNE,IRNE,IRNE,,IRNE
970506323057143809,,,,IMAC,IMAC,IMAC,,IMAC
1045790245214703616,,,,IRNE,IRNE,IRNE,,IRNE
969315827903184896,,,,IMAC,IMAC,IMAC,,IMAC
1005442092569686016,,,,IRNE,IRNE,IRNE,,IRNE
1001941182291894272,,,,IRNE,IRNE,IRNE,,IRNE
1044934879480360960,,,,IRNE,IRNE,IRNE,,IRNE
1003180862538768384,,,,IRNE,IRNE,IRNE,,IRNE
1031260691741782017,,,,IRNE,IRNE,IRNE,,IRNE
1037655936771469312,,,,IRNE,IRNE,IRNE,,IRNE
1038870633957019648,,,,IRNE,IRNE,IRNE,,IRNE
1001935842280202241,,,,IRNE,IRNE,IRNE,,IRNE
999406614292688896,,,,IRNE,IRNE,IRNE,,IRNE
994332257883230208,,,,IRNE,IRNE,IRNE,,IRNE
1005880050263023616,,,,IRNE,IRNE,IRNE,,IRNE
994206800013615104,,,,IRNE,IRNE,IRNE,,IRNE
993839239530995713,,,,IRNE,IMAC,IMAC,,IMAC
987798160109076480,,,,IRNE,IRNE,IRNE,,IRNE
998349653694386178,,,,IMAC,IMAC,IMAC,,IMAC
1041304005610270721,,,,IRNE,IRNE,IRNE,,IRNE
1013482618187206657,,,,IRNE,IRNE,IRNE,,IRNE
1044935579354505216,,,,IRNE,IRNE,IRNE,,IRNE
980179649669029888,,,,IMAC,IMAC,IMAC,,IMAC
981273784668819456,,,,IMAC,IMAC,IMAC,,IMAC
1037429504774496257,,,,IRNE,IRNE,IRNE,,IRNE
1041238800444411904,,,,IMAC,IMAC,IMAC,,IMAC
1042151059794350081,,,,IRNE,IRNE,IRNE,,IRNE
998616842322284550,,,,IRNE,IRNE,IRNE,,IRNE
994258360865382400,,,,IRNE,IRNE,IRNE,,IRNE
1037393005387411457,,,,IRNE,IRNE,IRNE,,IRNE
991642709331972097,,,,IMAC,IMAC,IMAC,,IMAC
1043934594637139973,,,,IRNE,IRNE,IRNE,,IRNE
979877086239297536,,,,IRNE,IMAC,IMAC,,IMAC
1041299162229338112,,,,IRNE,IRNE,IRNE,,IRNE
1001185554715856896,,,,IRNE,IRNE,IRNE,,IRNE
1037370151270866944,,,,IRNE,IRNE,IRNE,,IRNE
998479357516623872,,,,IRNE,IRNE,IRNE,,IRNE
1044966714922979330,,,,IRNE,IRNE,IRNE,,IRNE
999751089246257152,,,,IMAC,IMAC,IMAC,,IMAC
1046383962703187968,,,,IRNE,IRNE,IRNE,,IRNE
1036303568989548544,,,,IRNE,IRNE,IRNE,,IRNE
1042071826216767488,,,,IRNE,IRNE,IRNE,,IRNE
1000805052255268864,,,,IMAC,IMAC,IMAC,,IMAC
989570761223557121,,,,IRNE,IRNE,IRNE,,IRNE
1045817871341965313,,,,IRNE,IRNE,IRNE,,IRNE
991796286297911296,,,,IRNE,IRNE,IRNE,,IRNE
994187814714707968,,,,IRNE,IRNE,IRNE,,IRNE
1042088012107206656,,,,IRNE,IRNE,IRNE,,IRNE
1045014374103027714,,,,IRNE,IRNE,IRNE,,IRNE
1045288709799718912,,,,IRNE,IRNE,IRNE,,IRNE
1045757856937660417,,,,IRNE,IRNE,IMAC,,IRNE
998371656480514048,,,,IMAC,IMAC,IMAC,,IMAC
996100715985752064,,,,IMAC,IMAC,IMAC,,IMAC
1000107634354278400,,,,IRNE,IRNE,IRNE,,IRNE
992909688697180162,,,,IMAC,IMAC,IMAC,,IMAC
987795282678173697,,,,IRNE,IRNE,IRNE,,IRNE
1045345694721159168,,,,IRNE,IRNE,IRNE,,IRNE
1001549410743005184,,,,IMAC,IMAC,IMAC,,IMAC
988474922480685056,,,,IMAC,IMAC,IMAC,,IMAC
1031229016114638851,,,,IRNE,IMAC,IRNE,,IRNE
1038757664770215937,,,,IRNE,IRNE,IRNE,,IRNE
997643674396889094,,,,IRNE,IRNE,IRNE,,IRNE
987839201851990016,,,,IRNE,IRNE,IRNE,,IRNE
991223571358863370,,,,IRNE,IRNE,IRNE,,IRNE
1006312989945942017,,,,IRNE,IMAC,IRNE,,IRNE
983082232779862016,,,,IRNE,IRNE,IRNE,,IRNE
983038311269793792,,,,IRNE,IRNE,IRNE,,IRNE
1042098612929523713,,,,IRNE,IRNE,IRNE,,IRNE
997598060929781761,,,,IRNE,IRNE,IRNE,,IRNE
992821224488095744,,,,IRNE,IRNE,IRNE,,IRNE
1000304346830163968,,,,IRNE,IRNE,IRNE,,IRNE
981971955229261825,,,,IMAC,IMAC,IMAC,,IMAC
1001311812229451776,,,,IRNE,IRNE,IRNE,,IRNE
1000774673515282434,,,,IMAC,IMAC,IMAC,,IMAC
988738788531884034,,,,IRNE,IRNE,IRNE,,IRNE
997556950580846592,,,,IRNE,IRNE,IRNE,,IRNE
1041242331800920064,,,,IMAC,IMAC,IMAC,,IMAC
1000430118735634432,,,,IRNE,IRNE,IRNE,,IRNE
988582905906515970,,,,IRNE,IRNE,IRNE,,IRNE
994760264699564037,,,,IRNE,IRNE,IRNE,,IRNE
998744858050416640,,,,IRNE,IRNE,IRNE,,IRNE
983492882563727360,,,,IRNE,IRNE,IRNE,,IRNE
993801308602814470,,,,IMAC,IMAC,IMAC,,IMAC
1042172357006315520,,,,IRNE,IRNE,IRNE,,IRNE
1000377191702630402,,,,IRNE,IRNE,IRNE,,IRNE
1036646678605037568,,,,IRNE,IRNE,IRNE,,IRNE
981274388157861890,,,,IRNE,IRNE,IRNE,,IRNE
998491768256630784,,,,IRNE,IRNE,IRNE,,IRNE
979748051643518984,,,,IMAC,IMAC,IMAC,,IMAC
1001957042028994560,,,,IRNE,IRNE,IRNE,,IRNE
1014076060067983361,,,,IMAC,IMAC,IMAC,,IMAC
1031222431858548738,,,,IRNE,IRNE,IRNE,,IRNE
997641065837547520,,,,IRNE,IRNE,IRNE,,IRNE
995333446942814210,,,,IMAC,IMAC,IMAC,,IMAC
1014941750190673925,,,,IRNE,IRNE,IRNE,,IRNE
1013910031291617281,,,,IRNE,IRNE,IRNE,,IRNE
1001860486818942978,,,,IRNE,IRNE,IRNE,,IRNE
1000810596638625794,,,,IRNE,IRNE,IRNE,,IRNE
1001171066037899265,,,,IRNE,IRNE,IRNE,,IRNE
977938099664834560,,,,IRNE,IRNE,IRNE,,IRNE
1044664625269288963,,,,IRNE,IRNE,IRNE,,IRNE
1000318656683937792,,,,IRNE,IRNE,IRNE,,IRNE
1036710910662987778,,,,IRNE,IRNE,IRNE,,IRNE
1041238782853439488,,,,IMAC,IMAC,IMAC,,IMAC
1003182098784620545,,,,IRNE,IRNE,IRNE,,IRNE
998630274652164098,,,,IRNE,IRNE,IRNE,,IRNE
988453516711727110,,,,IRNE,IRNE,IRNE,,IRNE
1041235624928395265,,,,IMAC,IMAC,IMAC,,IMAC
998278686452387840,,,,IRNE,IRNE,IRNE,,IRNE
987795294355107840,,,,IRNE,IRNE,IRNE,,IRNE
1036346472651022341,,,,IRNE,IRNE,IRNE,,IRNE
1043874648360931329,,,,IRNE,IRNE,IRNE,,IRNE
988433095375409152,,,,IRNE,IRNE,IRNE,,IRNE
1041227650080141312,,,,IMAC,IMAC,IMAC,,IMAC
992703767412985856,,,,IRNE,IRNE,IRNE,,IRNE
1044862946608906240,,,,IRNE,IRNE,IRNE,,IRNE
979846773014482944,,,,IRNE,IRNE,IRNE,,IRNE
1003235597459210242,,,,IMAC,IMAC,IMAC,,IMAC
1001959339299672067,,,,IRNE,IRNE,IRNE,,IRNE
993457197517598722,,,,IRNE,IRNE,IRNE,,IRNE
1034905561832345610,,,,IMAC,IMAC,IMAC,,IMAC
997786006421147648,,,,IRNE,IRNE,IRNE,,IRNE
998475986063822848,,,,IMAC,IMAC,IMAC,,IMAC
1041383948822175746,,,,IRNE,IRNE,IMAC,,IRNE
1014180917416484865,,,,IMAC,IMAC,IMAC,,IMAC
1037342199581564928,,,,IMAC,IMAC,IMAC,,IMAC
995584587689578496,,,,IMAC,IMAC,IMAC,,IMAC
999378912974180353,,,,IRNE,IRNE,IRNE,,IRNE
987805665044455426,,,,IMAC,IRNE,IRNE,,IRNE
1044640119163105282,,,,IRNE,IRNE,IRNE,,IRNE
993234614817886208,,,,IRNE,IRNE,IRNE,,IRNE
979719457399549954,,,,IMAC,IMAC,IMAC,,IMAC
1000502553820450817,,,,IRNE,IRNE,IRNE,,IRNE
1001456757712064513,,,,IRNE,IMAC,IRNE,,IRNE
1000137013088092160,,,,IMAC,IMAC,IMAC,,IMAC
988413523452743680,,,,IRNE,IRNE,IRNE,,IRNE
995594224144932865,,,,IRNE,IRNE,IRNE,,IRNE
989083648044478464,,,,IRNE,IRNE,IRNE,,IRNE
997466509827084288,,,,IMAC,IMAC,IMAC,,IMAC
988386664950255616,,,,IRNE,IRNE,IRNE,,IRNE
1040998184179380224,,,,IRNE,IRNE,IRNE,,IRNE
990890335931858944,,,,IRNE,IRNE,IRNE,,IRNE
1001955135059357702,,,,IRNE,IRNE,IRNE,,IRNE
1005944687499325445,,,,IMAC,IMAC,IMAC,,IMAC
1001960041656840192,,,,IRNE,IRNE,IRNE,,IRNE
1005960509164785664,,,,IRNE,IRNE,IRNE,,IRNE
1036587469154775042,,,,IRNE,IRNE,IRNE,,IRNE
998690291187150848,,,,IRNE,IRNE,IRNE,,IRNE
988390657164275712,,,,IRNE,IRNE,IRNE,,IRNE
999827615916666880,,,,IRNE,IRNE,IRNE,,IRNE
1005838082036334592,,,,IRNE,IRNE,IRNE,,IRNE
998316791402323968,,,,IMAC,IMAC,IMAC,,IMAC
993162524613898245,,,,IRNE,IRNE,IRNE,,IRNE
1042298119436861440,,,,IMAC,IMAC,IRNE,,IMAC
1001961489765412864,,,,IRNE,IRNE,IRNE,,IRNE
987861914243031040,,,,IRNE,IRNE,IRNE,,IRNE
980049571459018752,,,,IMAC,IMAC,IMAC,,IMAC
1001389717580058624,,,,IRNE,IRNE,IRNE,,IRNE
999930027490787328,,,,IRNE,IRNE,IRNE,,IRNE
1001622308417691648,,,,IRNE,IRNE,IRNE,,IRNE
988432917260062720,,,,IMAC,IMAC,IMAC,,IMAC
999339676979773440,,,,IMAC,IMAC,IMAC,,IMAC
1014266138987986944,,,,IRNE,IRNE,IRNE,,IRNE
992205796867035142,,,,IRNE,IRNE,IRNE,,IRNE
994759197316337665,,,,IRNE,IRNE,IRNE,,IRNE
998333686738313217,,,,IMAC,IMAC,IMAC,,IMAC
993893710239813632,,,,IRNE,IRNE,IRNE,,IRNE
1037407285239316480,,,,IRNE,IRNE,IRNE,,IRNE
998167238090862592,,,,IRNE,IRNE,IRNE,,IRNE
1033430704091213825,,,,IMAC,IMAC,IMAC,,IMAC
1045004878525997056,,,,IMAC,IMAC,IMAC,,IMAC
990656351213891584,,,,IRNE,IRNE,IRNE,,IRNE
994250774686453760,,,,IRNE,IRNE,IRNE,,IRNE
1014887302055817216,,,,IRNE,IRNE,IRNE,,IRNE
991421337372643328,,,,IRNE,IRNE,IRNE,,IRNE
1000430699818647552,,,,IMAC,IMAC,IMAC,,IMAC
997639027678416897,,,,IRNE,IRNE,IRNE,,IRNE
1037348350633418752,,,,IMAC,IMAC,IMAC,,IMAC
1000359663530070017,,,,IRNE,IRNE,IRNE,,IRNE
990483600125636609,,,,IRNE,IRNE,IRNE,,IRNE
1003350240496238593,,,,IRNE,IRNE,IRNE,,IRNE
1001094015767515136,,,,IMAC,IMAC,IMAC,,IMAC
980248628064288768,,,,IMAC,IMAC,IMAC,,IMAC
1044902077540061184,,,,IRNE,IRNE,IRNE,,IRNE
1043830336734588928,,,,IRNE,IRNE,IRNE,,IRNE
1041230933687496705,,,,IMAC,IMAC,IMAC,,IMAC
999334217053065221,,,,IRNE,IRNE,IRNE,,IRNE
1037285186743021570,,,,IRNE,IRNE,IRNE,,IRNE
993937840458358784,,,,IRNE,IRNE,IRNE,,IRNE
979374904821927937,,,,IRNE,IRNE,IRNE,,IRNE
999453491721588736,,,,IRNE,IMAC,IRNE,,IRNE
988419572738002944,,,,IMAC,IMAC,IMAC,,IMAC
1045640960040996869,,,,IRNE,IRNE,IRNE,,IRNE
991673745214500865,,,,IRNE,IRNE,IRNE,,IRNE
988033055808983040,,,,IRNE,IRNE,IRNE,,IRNE
1041238373879427072,,,,IMAC,IMAC,IMAC,,IMAC
980068642405732353,,,,IMAC,IMAC,IMAC,,IMAC
988152810033303559,,,,IMAC,IMAC,IMAC,,IMAC
1001229200177745921,,,,IRNE,IRNE,IRNE,,IRNE
1015300884451020811,,,,IRNE,IRNE,IRNE,,IRNE
1043892359027728384,,,,IRNE,IRNE,IRNE,,IRNE
999062995010576384,,,,IRNE,IRNE,IRNE,,IRNE
998152380423245824,,,,IRNE,IRNE,IRNE,,IRNE
1001957823973134336,,,,IRNE,IRNE,IRNE,,IRNE
1040611196427280385,,,,IRNE,IRNE,IRNE,,IRNE
1003170768170168321,,,,IMAC,IMAC,IMAC,,IMAC
1038847077466472448,,,,IRNE,IRNE,IRNE,,IRNE
1005832059124879361,,,,IRNE,IRNE,IRNE,,IRNE
1046143178116673537,,,,IRNE,IRNE,IRNE,,IRNE
1001956101208924161,,,,IRNE,IRNE,IRNE,,IRNE
997454066367123456,,,,IMAC,IMAC,IMAC,,IMAC
980340847039442944,,,,IRNE,IRNE,IRNE,,IRNE
996081567486431232,,,,IRNE,IRNE,IRNE,,IRNE
979325933843894272,,,,IMAC,IMAC,IMAC,,IMAC
1033427769261211659,,,,IMAC,IMAC,IMAC,,IMAC
981403931241799680,,,,IMAC,IMAC,IMAC,,IMAC
969176829255921664,,,,IRNE,IRNE,IMAC,,IRNE
970297824041684994,,,,IMAC,IMAC,IMAC,,IMAC
970293762600656897,,,,IMAC,IMAC,IMAC,,IMAC
970271054630412288,,,,IMAC,IMAC,IMAC,,IMAC
970383577627217924,,,,IMAC,IMAC,IMAC,,IMAC
978283140308520960,,,,IMAC,IMAC,IMAC,,IMAC
979041613623242753,,,,IRNE,IRNE,IRNE,,IRNE
979720088831123456,,,,IRNE,IMAC,IMAC,,IMAC
979752156004802560,,,,IRNE,IRNE,IRNE,,IRNE
981232500440694785,,,,IRNE,IRNE,IRNE,,IRNE
981252867305635842,,,,IRNE,IRNE,IRNE,,IRNE
981579352952492037,,,,IRNE,IRNE,IRNE,,IRNE
981581133447081984,,,,IRNE,IRNE,IRNE,,IRNE
981483797333073920,,,,IMAC,IMAC,IMAC,,IMAC
981625899765370882,,,,IMAC,IMAC,IMAC,,IMAC
981619882721673220,,,,IMAC,IMAC,IMAC,,IMAC
981630939708223488,,,,IRNE,IRNE,IRNE,,IRNE
981655740967538688,,,,IRNE,IRNE,IRNE,,IRNE
981647450145480704,,,,IRNE,IRNE,IRNE,,IRNE
981831569638920193,,,,IMAC,IMAC,IMAC,,IMAC
983211272043888641,,,,IRNE,IRNE,IRNE,,IRNE
983537405591523328,,,,IRNE,IRNE,IRNE,,IRNE
988119006648381440,,,,IRNE,IRNE,IRNE,,IRNE
988390093277859841,,,,IMAC,IMAC,IMAC,,IMAC
988388865860874240,,,,IMAC,IMAC,IMAC,,IMAC
988394035097284608,,,,IMAC,IMAC,IMAC,,IMAC
988398477427269632,,,,IMAC,IMAC,IMAC,,IMAC
988408569589567488,,,,IMAC,IMAC,IMAC,,IMAC
988418815867355136,,,,IRNE,IRNE,IRNE,,IRNE
988495658284961792,,,,IMAC,IMAC,IMAC,,IMAC
989950919818268672,,,,IMAC,IMAC,IMAC,,IMAC
990125867287314432,,,,IMAC,IMAC,IMAC,,IMAC
990124265453375488,,,,IMAC,IMAC,IMAC,,IMAC
991633922374107137,,,,IRNE,IRNE,IRNE,,IRNE
991638384832647168,,,,IRNE,IRNE,IRNE,,IRNE
991643309968887808,,,,IMAC,IMAC,IMAC,,IMAC
992871619168292864,,,,IMAC,IMAC,IMAC,,IMAC
993784085628715008,,,,IMAC,IMAC,IMAC,,IMAC
993870876398489600,,,,IMAC,IMAC,IMAC,,IMAC
993947565187125248,,,,IMAC,IMAC,IMAC,,IMAC
994202197545152514,,,,IMAC,IMAC,IMAC,,IMAC
994560858553495552,,,,IRNE,IRNE,IRNE,,IRNE
994594898597826560,,,,IMAC,IMAC,IMAC,,IMAC
997468173795545089,,,,IRNE,IRNE,IRNE,,IRNE
997586140155797504,,,,IRNE,IRNE,IRNE,,IRNE
997737624348569601,,,,IMAC,IMAC,IMAC,,IMAC
998250827797204998,,,,IMAC,IMAC,IMAC,,IMAC
998253838997118977,,,,IRNE,IRNE,IRNE,,IRNE
998283527396392963,,,,IMAC,IRNE,IMAC,,IMAC
998284657547456512,,,,IMAC,IRNE,IMAC,,IMAC
998307795257749504,,,,IMAC,IMAC,IMAC,,IMAC
998312360510132224,,,,IMAC,IMAC,IMAC,,IMAC
998333885284077570,,,,IMAC,IMAC,IMAC,,IMAC
998325322704654336,,,,IMAC,IMAC,IMAC,,IMAC
998370538786607109,,,,IMAC,IMAC,IMAC,,IMAC
998371165969240064,,,,IMAC,IMAC,IMAC,,IMAC
998342145235963905,,,,IMAC,IMAC,IMAC,,IMAC
998466723786485761,,,,IMAC,IMAC,IMAC,,IMAC
998383963700772864,,,,IMAC,IMAC,IMAC,,IMAC
998604925671178241,,,,IRNE,IRNE,IRNE,,IRNE
999743920128118784,,,,IMAC,IMAC,IMAC,,IMAC
999769769548140545,,,,IMAC,IMAC,IMAC,,IMAC
999788509266366466,,,,IMAC,IMAC,IMAC,,IMAC
999792062470983681,,,,IMAC,IMAC,IMAC,,IMAC
1000531481415110657,,,,IRNE,IMAC,IRNE,,IRNE
1000808754739404800,,,,IRNE,IRNE,IRNE,,IRNE
1001954623765311493,,,,IRNE,IRNE,IRNE,,IRNE
1001960622366617601,,,,IRNE,IRNE,IRNE,,IRNE
1013494202108440577,,,,IMAC,IMAC,IMAC,,IMAC
1013508478353190912,,,,IMAC,IMAC,IMAC,,IMAC
1013510053683490819,,,,IMAC,IMAC,IMAC,,IMAC
1013529417950355457,,,,IMAC,IMAC,IMAC,,IMAC
1014912937344069633,,,,IMAC,IMAC,IMAC,,IMAC
1034909864995311620,,,,IMAC,IMAC,IMAC,,IMAC
1036689921346560001,,,,IMAC,IMAC,IMAC,,IMAC
1037423706002350082,,,,IRNE,IRNE,IRNE,,IRNE
1040572033401274368,,,,IRNE,IRNE,IRNE,,IRNE
1042075655867912194,,,,IRNE,IRNE,IRNE,,IRNE
1042508653377581059,,,,IMAC,IMAC,IMAC,,IMAC
1044978567308824577,,,,IRNE,IRNE,IRNE,,IRNE
1044967405389328384,,,,IMAC,IMAC,IRNE,,IMAC
1044984959340032001,,,,IMAC,IMAC,IRNE,,IMAC
1044999403155738627,,,,IRNE,IRNE,IRNE,,IRNE
1044995706270953473,,,,IMAC,IMAC,IMAC,,IMAC
1044999859747590144,,,,IRNE,IRNE,IRNE,,IRNE
1045001149001216001,,,,IRNE,IRNE,IRNE,,IRNE
1045003071552716801,,,,IRNE,IRNE,IRNE,,IRNE
1045007112231940097,,,,IRNE,IRNE,IRNE,,IRNE
1045017515573825540,,,,IMAC,IMAC,IRNE,,IMAC
1045026407888429057,,,,IRNE,IRNE,IRNE,,IRNE
1045486745771540480,,,,IMAC,IMAC,IMAC,,IMAC
1046377617086185472,,,,IMAC,IMAC,IMAC,,IMAC
969189950259433474,,,,IRNE,IRNE,IRNE,,IRNE
969280526220713984,,,,IMAC,IMAC,IMAC,,IMAC
969345254490025985,,,,IMAC,IMAC,IMAC,,IMAC
