,,,,Labels After Replacement ,,,,
979483274799206400,,,,IRNE,IRNE,IRNE,,IRNE
983757313608732672,,,,IRNE,IRNE,IRNE,,IRNE
989528396874084352,,,,IRNE,IRNE,IMDS,,IRNE
980903163376087041,,,,IRNE,IRNE,IRNE,,IRNE
973196415597006849,,,,IRNE,IRNE,IRNE,,IRNE
980513526279262208,,,,IRNE,IRNE,IMDS,,IRNE
980499569367756800,,,,IRNE,IRNE,IRNE,,IRNE
980159614288359425,,,,IRNE,IRNE,IRNE,,IRNE
979720926542561282,,,,IMDS,IRNE,IMDS,,IMDS
983120836021415936,,,,IRNE,IRNE,IRNE,,IRNE
977850081952051200,,,,IRNE,IRNE,IMDS,,IRNE
1021836091509354498,,,,IRNE,IRNE,IRNE,,IRNE
994211572661800960,,,,IRNE,IRNE,IRNE,,IRNE
974066781944938501,,,,IRNE,IRNE,IRNE,,IRNE
973933162417049600,,,,IMDS,IRNE,IMDS,,IMDS
984357708202741760,,,,IMDS,IMDS,IMDS,,IMDS
978051424427929603,,,,IRNE,IRNE,IRNE,,IRNE
999745160371109889,,,,IRNE,IRNE,IRNE,,IRNE
1046121476506746881,,,,IRNE,IRNE,IRNE,,IRNE
994170114068099073,,,,IMDS,IRNE,IMDS,,IMDS
983712304473747456,,,,IRNE,IRNE,IRNE,,IRNE
983382384438644736,,,,IRNE,IRNE,IRNE,,IRNE
974689872681295872,,,,IRNE,IRNE,IRNE,,IRNE
984283958564282373,,,,IRNE,IRNE,IRNE,,IRNE
990568725475676161,,,,IRNE,IRNE,IRNE,,IRNE
988417308371685376,,,,IMDS,IMDS,IMDS,,IMDS
1045657077996310528,,,,IRNE,IRNE,IRNE,,IRNE
994531562694807553,,,,IRNE,IRNE,IRNE,,IRNE
1022524367786393600,,,,IMDS,IMDS,IMDS,,IMDS
999321623403606016,,,,IRNE,IRNE,IRNE,,IRNE
1013472441593712641,,,,IMDS,IRNE,IMDS,,IMDS
1045073620400316424,,,,IRNE,IRNE,IRNE,,IRNE
1045073932959862785,,,,IRNE,IRNE,IRNE,,IRNE
1044954607275905025,,,,IRNE,IRNE,IRNE,,IRNE
983120766114914304,,,,IMDS,IMDS,IMDS,,IMDS
993795507385524224,,,,IRNE,IRNE,IRNE,,IRNE
992905966910877696,,,,IRNE,IRNE,IRNE,,IRNE
997643846518439936,,,,IMDS,IMDS,IMDS,,IMDS
1037455214528397312,,,,IRNE,IRNE,IRNE,,IRNE
1044676655342645250,,,,IRNE,IRNE,IRNE,,IRNE
1022164237383286786,,,,IRNE,IRNE,IRNE,,IRNE
991307926953488384,,,,IRNE,IRNE,IRNE,,IRNE
994963144865968128,,,,IRNE,IRNE,IMDS,,IRNE
989632785181757440,,,,IRNE,IRNE,IMDS,,IRNE
1042371410784608257,,,,IRNE,IRNE,IRNE,,IRNE
1037416984714141700,,,,IMDS,IMDS,IMDS,,IMDS
979736142714228736,,,,IMDS,IMDS,IMDS,,IMDS
981892099493761026,,,,IMDS,IMDS,IMDS,,IMDS
1046113455584030721,,,,IRNE,IRNE,IRNE,,IRNE
1037403374818402305,,,,IMDS,IMDS,IMDS,,IMDS
989104467722334209,,,,IRNE,IRNE,IMDS,,IRNE
1033769026290368512,,,,IRNE,IRNE,IRNE,,IRNE
992151277986557952,,,,IRNE,IRNE,IRNE,,IRNE
981600740501282821,,,,IRNE,IRNE,IRNE,,IRNE
989823190129102848,,,,IRNE,IRNE,IRNE,,IRNE
981131573260111872,,,,IRNE,IRNE,IRNE,,IRNE
992074881847255040,,,,IRNE,IRNE,IRNE,,IRNE
978014762574471170,,,,IRNE,IRNE,IRNE,,IRNE
1046456753825763328,,,,IRNE,IRNE,IRNE,,IRNE
984184328639930368,,,,IRNE,IRNE,IRNE,,IRNE
988428025124532225,,,,IMDS,IMDS,IMDS,,IMDS
988180812632920065,,,,IMDS,IMDS,IMDS,,IMDS
1001069386864750593,,,,IRNE,IRNE,IRNE,,IRNE
988425465911238656,,,,IRNE,IRNE,IRNE,,IRNE
1002666365092794370,,,,IRNE,IRNE,IRNE,,IRNE
995282883655938048,,,,IMDS,IMDS,IMDS,,IMDS
992861402997149697,,,,IRNE,IRNE,IRNE,,IRNE
988170271445090307,,,,IRNE,IRNE,IRNE,,IRNE
970413118642900993,,,,IRNE,IRNE,IRNE,,IRNE
991710785041850368,,,,IRNE,IRNE,IRNE,,IRNE
994548284848005121,,,,IRNE,IRNE,IRNE,,IRNE
981833692178984960,,,,IMDS,IMDS,IMDS,,IMDS
1038134318533681152,,,,IRNE,IRNE,IRNE,,IRNE
1014892563470446593,,,,IRNE,IRNE,IRNE,,IRNE
980144703571193857,,,,IRNE,IRNE,IRNE,,IRNE
988126093126373376,,,,IMDS,IMDS,IMDS,,IMDS
988399851250638849,,,,IMDS,IMDS,IMDS,,IMDS
1021873407921676288,,,,IRNE,IRNE,IRNE,,IRNE
992470506786967553,,,,IMDS,IMDS,IMDS,,IMDS
1000215042690895873,,,,IRNE,IRNE,IRNE,,IRNE
1030109088032743425,,,,IRNE,IRNE,IRNE,,IRNE
994198058253651969,,,,IRNE,IRNE,IRNE,,IRNE
994989230135955456,,,,IRNE,IRNE,IRNE,,IRNE
988058835343601664,,,,IMDS,IMDS,IMDS,,IMDS
981538630190747648,,,,IMDS,IMDS,IMDS,,IMDS
995427772758679553,,,,IRNE,IRNE,IRNE,,IRNE
1024019352411095040,,,,IRNE,IRNE,IRNE,,IRNE
1045629551282409473,,,,IRNE,IRNE,IRNE,,IRNE
998636581744533505,,,,IRNE,IRNE,IRNE,,IRNE
992142581764108291,,,,IRNE,IRNE,IRNE,,IRNE
977894872379281408,,,,IRNE,IRNE,IRNE,,IRNE
1030203399420096512,,,,IRNE,IRNE,IRNE,,IRNE
995667212810801152,,,,IRNE,IRNE,IRNE,,IRNE
981580935647948800,,,,IRNE,IRNE,IRNE,,IRNE
984330952620085248,,,,IRNE,IRNE,IRNE,,IRNE
988152221681504256,,,,IRNE,IRNE,IRNE,,IRNE
988164630202781697,,,,IRNE,IRNE,IRNE,,IRNE
1038850930710663174,,,,IRNE,IRNE,IRNE,,IRNE
1041361906857140224,,,,IRNE,IRNE,IRNE,,IRNE
1041446294647197696,,,,IRNE,IRNE,IRNE,,IRNE
988764339288133632,,,,IRNE,IRNE,IRNE,,IRNE
981225854331179009,,,,IRNE,IRNE,IRNE,,IRNE
978333587555672064,,,,IRNE,IMDS,IRNE,,IRNE
981565609048727558,,,,IRNE,IRNE,IMDS,,IRNE
1038852442320982017,,,,IRNE,IRNE,IRNE,,IRNE
979739579602350082,,,,IMDS,IRNE,IMDS,,IMDS
1040613655019184129,,,,IRNE,IRNE,IRNE,,IRNE
983595217981931521,,,,IRNE,IRNE,IRNE,,IRNE
991384458635902976,,,,IRNE,IRNE,IRNE,,IRNE
981801305135083520,,,,IRNE,IRNE,IRNE,,IRNE
979419901873065984,,,,IRNE,IRNE,IRNE,,IRNE
980465460662689792,,,,IMDS,IMDS,IMDS,,IMDS
1037410195721408512,,,,IMDS,IRNE,IMDS,,IMDS
983684298275540992,,,,IRNE,IRNE,IMDS,,IRNE
999035703253139458,,,,IRNE,IRNE,IRNE,,IRNE
991848153635667968,,,,IRNE,IRNE,IRNE,,IRNE
995645704130519041,,,,IRNE,IRNE,IRNE,,IRNE
995378604941938693,,,,IRNE,IRNE,IRNE,,IRNE
988096642128728065,,,,IMDS,IRNE,IMDS,,IMDS
1000085169318096896,,,,IRNE,IRNE,IRNE,,IRNE
980512626181537793,,,,IRNE,IRNE,IRNE,,IRNE
1001532089177706497,,,,IRNE,IRNE,IRNE,,IRNE
1023671445073915905,,,,IRNE,IRNE,IRNE,,IRNE
1022541848668200961,,,,IRNE,IRNE,IRNE,,IRNE
1039680950010081282,,,,IRNE,IRNE,IRNE,,IRNE
983918336378535936,,,,IRNE,IRNE,IRNE,,IRNE
990065225780080641,,,,IRNE,IRNE,IRNE,,IRNE
994406619722276864,,,,IRNE,IRNE,IRNE,,IRNE
981221675437056002,,,,IRNE,IRNE,IRNE,,IRNE
991337784874061824,,,,IRNE,IRNE,IRNE,,IRNE
993435058542403585,,,,IRNE,IRNE,IRNE,,IRNE
1045022687037411328,,,,IRNE,IRNE,IRNE,,IRNE
988086958470647808,,,,IRNE,IRNE,IRNE,,IRNE
991306078267822080,,,,IRNE,IRNE,IRNE,,IRNE
990225103626620928,,,,IRNE,IRNE,IMFL,,IRNE
983745563622543361,,,,IRNE,IRNE,IRNE,,IRNE
1039213493591920640,,,,IRNE,IRNE,IRNE,,IRNE
995417620156436483,,,,IRNE,IRNE,IRNE,,IRNE
1002625513528152065,,,,IRNE,IRNE,IRNE,,IRNE
1044663435575914496,,,,IRNE,IRNE,IRNE,,IRNE
1042434294747152384,,,,IRNE,IRNE,IRNE,,IRNE
1005282287271989249,,,,IMDS,IMDS,IMDS,,IMDS
994145743790399488,,,,IMDS,IRNE,IMDS,,IMDS
998583964372697088,,,,IMDS,IRNE,IMDS,,IMDS
1043853972547735554,,,,IRNE,IRNE,IRNE,,IRNE
1031340062586363904,,,,IRNE,IRNE,IRNE,,IRNE
1041342636408414208,,,,IRNE,IRNE,IRNE,,IRNE
1001467823217143808,,,,IRNE,IRNE,IRNE,,IRNE
984176259201724416,,,,IRNE,IRNE,IRNE,,IRNE
994195226477686784,,,,IRNE,IRNE,IRNE,,IRNE
998269799422709761,,,,IRNE,IRNE,IRNE,,IRNE
994251028043325447,,,,IRNE,IRNE,IMDS,,IRNE
1000555557441429505,,,,IRNE,IRNE,IRNE,,IRNE
983090876800004096,,,,IRNE,IRNE,IRNE,,IRNE
1037442636007829514,,,,IMDS,IRNE,IMDS,,IMDS
993379441618444288,,,,IRNE,IRNE,IRNE,,IRNE
1031353312287891456,,,,IRNE,IRNE,IRNE,,IRNE
980481861913858048,,,,IRNE,IRNE,IRNE,,IRNE
989832555921924097,,,,IRNE,IRNE,IRNE,,IRNE
983471091183177728,,,,IRNE,IRNE,IRNE,,IRNE
1031217637785837568,,,,IRNE,IRNE,IMDS,,IRNE
1035563572422750209,,,,IRNE,IRNE,IRNE,,IRNE
1023625451372077056,,,,IRNE,IRNE,IRNE,,IRNE
1037043245342253056,,,,IRNE,IRNE,IRNE,,IRNE
974762748864278528,,,,IRNE,IRNE,IRNE,,IRNE
978004972251090944,,,,IRNE,IRNE,IRNE,,IRNE
988059905281200128,,,,IRNE,IRNE,IRNE,,IRNE
979746694953922562,,,,IRNE,IRNE,IRNE,,IRNE
994550968879546368,,,,IRNE,IRNE,IMDS,,IRNE
990334972878827521,,,,IRNE,IRNE,IRNE,,IRNE
1042797801862819841,,,,IRNE,IRNE,IRNE,,IRNE
990287380761448448,,,,IRNE,IRNE,IRNE,,IRNE
984303270968594432,,,,IRNE,IRNE,IRNE,,IRNE
1005172741073489920,,,,IRNE,IRNE,IRNE,,IRNE
1014989755765927941,,,,IRNE,IRNE,IRNE,,IRNE
984331952382791680,,,,IRNE,IRNE,IRNE,,IRNE
979430889250795523,,,,IRNE,IRNE,IRNE,,IRNE
1014579881995390977,,,,IRNE,IRNE,IRNE,,IRNE
1037368309350584322,,,,IRNE,IRNE,IRNE,,IRNE
980151930533089280,,,,IMDS,IMDS,IMDS,,IMDS
993868462278705152,,,,IRNE,IRNE,IRNE,,IRNE
989771987093352448,,,,IRNE,IRNE,IRNE,,IRNE
1042851014586580992,,,,IRNE,IRNE,IRNE,,IRNE
997974073958428672,,,,IRNE,IRNE,IRNE,,IRNE
990513746740170752,,,,IRNE,IRNE,IRNE,,IRNE
980864121263480832,,,,IRNE,IRNE,IRNE,,IRNE
1041366123273482240,,,,IRNE,IRNE,IRNE,,IRNE
994180571814383621,,,,IRNE,IRNE,IRNE,,IRNE
979878308962856960,,,,IMDS,IMDS,IRNE,,IMDS
980875606643630080,,,,IRNE,IRNE,IRNE,,IRNE
981212191163584512,,,,IMDS,IMDS,IRNE,,IMDS
994901855963664384,,,,IRNE,IRNE,IRNE,,IRNE
988123960096231424,,,,IMDS,IMDS,IMDS,,IMDS
995076412263383040,,,,IMDS,IMDS,IMDS,,IMDS
988405999391444992,,,,IRNE,IRNE,IRNE,,IRNE
979736306304651265,,,,IRNE,IRNE,IMDS,,IRNE
981532235227713536,,,,IRNE,IRNE,IRNE,,IRNE
994170493786906625,,,,IRNE,IRNE,IRNE,,IRNE
981659751204388864,,,,IRNE,IRNE,IRNE,,IRNE
990770788495216647,,,,IRNE,IRNE,IRNE,,IRNE
994205583346749440,,,,IRNE,IRNE,IRNE,,IRNE
995548578952204289,,,,IMDS,IMDS,IMDS,,IMDS
994950727910023168,,,,IMDS,IMDS,IMDS,,IMDS
978009950407548928,,,,IRNE,IRNE,IRNE,,IRNE
979459446136082432,,,,IRNE,IRNE,IRNE,,IRNE
989823304600117249,,,,IRNE,IRNE,IRNE,,IRNE
1014978094317400072,,,,IRNE,IRNE,IRNE,,IRNE
1004178067923914752,,,,IRNE,IRNE,IRNE,,IRNE
1005373198148435968,,,,IRNE,IRNE,IRNE,,IRNE
983726867181199360,,,,IRNE,IRNE,IRNE,,IRNE
1045069664353755136,,,,IRNE,IRNE,IRNE,,IRNE
1000923264103997441,,,,IRNE,IRNE,IRNE,,IRNE
1033460152438063106,,,,IRNE,IRNE,IRNE,,IRNE
979751085677137922,,,,IMDS,IMDS,IMDS,,IMDS
1044780506473279488,,,,IRNE,IRNE,IRNE,,IRNE
1037800519358709760,,,,IMDS,IMDS,IMDS,,IMDS
1040682919625453569,,,,IRNE,IRNE,IRNE,,IRNE
970760172418359307,,,,IRNE,IRNE,IRNE,,IRNE
1022147964356182017,,,,IRNE,IRNE,IRNE,,IRNE
994932301246140416,,,,IMDS,IMDS,IMDS,,IMDS
1042318209028907008,,,,IRNE,IRNE,IRNE,,IRNE
980701872603492352,,,,IRNE,IRNE,IRNE,,IRNE
1023966217176903682,,,,IRNE,IRNE,IRNE,,IRNE
987763766824722433,,,,IRNE,IRNE,IRNE,,IRNE
981218754137911296,,,,IRNE,IRNE,IRNE,,IRNE
1000120810680578049,,,,IRNE,IRNE,IRNE,,IRNE
999420298133950464,,,,IRNE,IRNE,IRNE,,IRNE
1043880022526906369,,,,IRNE,IRNE,IRNE,,IRNE
1044631442737811456,,,,IRNE,IRNE,IRNE,,IRNE
979765869344624641,,,,IRNE,IRNE,IRNE,,IRNE
1043843071820083201,,,,IRNE,IRNE,IRNE,,IRNE
1040725482348732417,,,,IRNE,IRNE,IRNE,,IRNE
1039563210213535744,,,,IRNE,IRNE,IRNE,,IRNE
988475764239716354,,,,IMDS,IMDS,IMDS,,IMDS
993456554778259457,,,,IRNE,IRNE,IRNE,,IRNE
998484381890117632,,,,IRNE,IRNE,IRNE,,IRNE
1042314738447929344,,,,IRNE,IRNE,IRNE,,IRNE
1044848434623258624,,,,IRNE,IRNE,IRNE,,IRNE
1031339819841015810,,,,IRNE,IRNE,IRNE,,IRNE
981907042565836801,,,,IRNE,IRNE,IRNE,,IRNE
988528337705463813,,,,IMDS,IMDS,IRNE,,IMDS
970568402791272448,,,,IRNE,IRNE,IRNE,,IRNE
995408347405971459,,,,IRNE,IRNE,IRNE,,IRNE
980196230151245825,,,,IMDS,IRNE,IRNE,,IRNE
1037050205668093952,,,,IRNE,IRNE,IRNE,,IRNE
979686366370988032,,,,IRNE,IRNE,IRNE,,IRNE
994399629562253319,,,,IRNE,IRNE,IRNE,,IRNE
1003091802604363777,,,,IRNE,IRNE,IRNE,,IRNE
1046498017594011648,,,,IRNE,IRNE,IRNE,,IRNE
988426097871204352,,,,IRNE,IRNE,IRNE,,IRNE
969709078564962306,,,,IRNE,IRNE,IRNE,,IRNE
1033819696007716866,,,,IRNE,IRNE,IRNE,,IRNE
981210079956553729,,,,IRNE,IRNE,IRNE,,IRNE
974683229331566598,,,,IRNE,IRNE,IRNE,,IRNE
979780001687011329,,,,IRNE,IRNE,IRNE,,IRNE
980129276463861760,,,,IRNE,IRNE,IMDS,,IRNE
1042840209929449479,,,,IRNE,IRNE,IRNE,,IRNE
1000570529366069249,,,,IRNE,IRNE,IRNE,,IRNE
981523503642968066,,,,IRNE,IRNE,IRNE,,IRNE
1045016923900121089,,,,IRNE,IRNE,IRNE,,IRNE
999957185873567744,,,,IRNE,IRNE,IRNE,,IRNE
991737900046970881,,,,IRNE,IRNE,IRNE,,IRNE
990193145454448640,,,,IRNE,IRNE,IRNE,,IRNE
1044914474061320192,,,,IRNE,IRNE,IRNE,,IRNE
1001148148008538112,,,,IRNE,IRNE,IRNE,,IRNE
1023548908218265601,,,,IRNE,IRNE,IRNE,,IRNE
994170995157151744,,,,IRNE,IRNE,IRNE,,IRNE
993800532803416064,,,,IMDS,IMDS,IMDS,,IMDS
994632334006681601,,,,IRNE,IRNE,IRNE,,IRNE
990150029448007680,,,,IRNE,IRNE,IRNE,,IRNE
1035610254539665408,,,,IRNE,IRNE,IRNE,,IRNE
1004172364127535104,,,,IRNE,IRNE,IRNE,,IRNE
993567332487319552,,,,IMDS,IMDS,IMDS,,IMDS
974725993419112448,,,,IRNE,IRNE,IRNE,,IRNE
979411246725427200,,,,IRNE,IMDS,IRNE,,IRNE
994742491822903297,,,,IRNE,IRNE,IRNE,,IRNE
983667912736059394,,,,IRNE,IRNE,IRNE,,IRNE
978298168990486529,,,,IRNE,IRNE,IRNE,,IRNE
995162223415779328,,,,IMDS,IRNE,IRNE,,IRNE
981892928963571712,,,,IMDS,IMDS,IMDS,,IMDS
984430354701475841,,,,IRNE,IRNE,IRNE,,IRNE
983747045696655360,,,,IRNE,IMFL,IRNE,,IRNE
990132657077084161,,,,IRNE,IRNE,IRNE,,IRNE
988471840036270080,,,,IMDS,IMDS,IMDS,,IMDS
1046411719608856577,,,,IRNE,IRNE,IRNE,,IRNE
979748017623437312,,,,IMDS,IMDS,IMDS,,IMDS
989514691683799042,,,,IMDS,IMDS,IMDS,,IMDS
990510286275796993,,,,IRNE,IRNE,IRNE,,IRNE
984283749809565696,,,,IRNE,IRNE,IRNE,,IRNE
979791100939563008,,,,IRNE,IRNE,IRNE,,IRNE
988764354647678977,,,,IMDS,IRNE,IMDS,,IMDS
994143688119980032,,,,IRNE,IRNE,IRNE,,IRNE
999024889121124352,,,,IRNE,IRNE,IRNE,,IRNE
981438416666726400,,,,IRNE,IRNE,IRNE,,IRNE
984450102550061056,,,,IRNE,IRNE,IRNE,,IRNE
995143994760888320,,,,IMDS,IRNE,IRNE,,IRNE
984435485857734657,,,,IRNE,IRNE,IRNE,,IRNE
979726380605870082,,,,IRNE,IRNE,IRNE,,IRNE
992400492180500480,,,,IRNE,IRNE,IRNE,,IRNE
990199112254545921,,,,IRNE,IRNE,IRNE,,IRNE
993843372149428225,,,,IRNE,IRNE,IRNE,,IRNE
994171436859383808,,,,IMDS,IMDS,IRNE,,IMDS
980573456952643585,,,,IRNE,IRNE,IRNE,,IRNE
1037307331963432960,,,,IMDS,IMDS,IMDS,,IMDS
979791301859213313,,,,IMDS,IRNE,IMDS,,IMDS
992977034140938241,,,,IRNE,IRNE,IRNE,,IRNE
1013774181106888706,,,,IMDS,IMDS,IRNE,,IMDS
987934317073625088,,,,IMDS,IRNE,IRNE,,IRNE
999953147857653760,,,,IMDS,IMDS,IMDS,,IMDS
995367258770886664,,,,IMDS,IMDS,IMDS,,IMDS
988389915267395584,,,,IMDS,IMDS,IMDS,,IMDS
1044642039734956033,,,,IMDS,IMDS,IMDS,,IMDS
1022590014067302400,,,,IMDS,IMDS,IMDS,,IMDS
980505885331030016,,,,IMDS,IMDS,IMDS,,IMDS
988143098474696707,,,,IMDS,IMDS,IMDS,,IMDS
981243848805572609,,,,IMDS,IMDS,IMDS,,IMDS
979744124072054785,,,,IMDS,IMDS,IMDS,,IMDS
981533512800047105,,,,IMDS,IMDS,IMDS,,IMDS
981200682010193922,,,,IRNE,IRNE,IRNE,,IRNE
981563862129565697,,,,IMDS,IMDS,IMDS,,IMDS
1042096713136254976,,,,IMDS,IMDS,IMDS,,IMDS
995632192675074048,,,,IMDS,IMDS,IMDS,,IMDS
979705693904150528,,,,IRNE,IRNE,IRNE,,IRNE
988394889821016064,,,,IMDS,IMFL,IMDS,,IMDS
987781879049924608,,,,IMDS,IMDS,IMDS,,IMDS
970725837698891777,,,,IMDS,IMDS,IMDS,,IMDS
980115692795191296,,,,IMDS,IMDS,IMDS,,IMDS
984385657064906752,,,,IMDS,IMDS,IMDS,,IMDS
1022962419327488001,,,,IMDS,IMDS,IMDS,,IMDS
1005916948050432000,,,,IRNE,IRNE,IRNE,,IRNE
1022502667606736896,,,,IRNE,IRNE,IRNE,,IRNE
994910413862113280,,,,IMDS,IMDS,IMDS,,IMDS
988788205775392768,,,,IMDS,IMDS,IMDS,,IMDS
988044471853035520,,,,IRNE,IMDS,IMDS,,IMDS
980120976120799232,,,,IMDS,IMDS,IRNE,,IMDS
984806584588095489,,,,IMDS,IMDS,IMDS,,IMDS
983083744868388864,,,,IRNE,IRNE,IRNE,,IRNE
991810546495361024,,,,IMDS,IMDS,IMDS,,IMDS
1037395182575149056,,,,IMDS,IMDS,IMDS,,IMDS
979100534203473920,,,,IRNE,IRNE,IRNE,,IRNE
988174888929243136,,,,IMDS,IMDS,IMDS,,IMDS
989530607993737216,,,,IMDS,IMDS,IMDS,,IMDS
988386870349484033,,,,IRNE,IMDS,IRNE,,IRNE
979694788671885312,,,,IMDS,IMDS,IMDS,,IMDS
994244354750451712,,,,IMDS,IMDS,IMDS,,IMDS
981559501349408768,,,,IMDS,IMDS,IMDS,,IMDS
981552493145546752,,,,IMDS,IMDS,IMDS,,IMDS
984041679475929089,,,,IMDS,IMDS,IMDS,,IMDS
981955368833241088,,,,IMDS,IMDS,IMDS,,IMDS
994913647020445697,,,,IMDS,IMDS,IMDS,,IMDS
988397515098771456,,,,IMDS,IMDS,IMDS,,IMDS
987759240084443137,,,,IRNE,IRNE,IRNE,,IRNE
1031217684984340480,,,,IMDS,IMDS,IMDS,,IMDS
1005913114976583680,,,,IRNE,IMDS,IRNE,,IRNE
980511532848173057,,,,IMDS,IMDS,IRNE,,IMDS
1022868567887437825,,,,IMDS,IMDS,IMDS,,IMDS
994233567378116613,,,,IMDS,IRNE,IRNE,,IRNE
987802920308666370,,,,IRNE,IMDS,IRNE,,IRNE
984826573034541061,,,,IMDS,IMDS,IRNE,,IMDS
981595936806850560,,,,IMDS,IMDS,IMDS,,IMDS
981564732703420421,,,,IMDS,IMDS,IMDS,,IMDS
984345318769807360,,,,IRNE,IRNE,IRNE,,IRNE
1037384622517248000,,,,IMDS,IMDS,IMDS,,IMDS
988064358369460224,,,,IRNE,IMDS,IRNE,,IRNE
995372623499550721,,,,IMDS,IMDS,IMDS,,IMDS
991960645896757250,,,,IMDS,IMDS,IMDS,,IMDS
994542506510561281,,,,IRNE,IRNE,IRNE,,IRNE
1040576904015884289,,,,IMDS,IMDS,IMDS,,IMDS
981828794414784512,,,,IMDS,IMDS,IRNE,,IMDS
992844939011772416,,,,IRNE,IMDS,IRNE,,IRNE
981559574015684608,,,,IMDS,IMDS,IMDS,,IMDS
988118545853804544,,,,IRNE,IRNE,IRNE,,IRNE
980467317833392129,,,,IMDS,IMDS,IMDS,,IMDS
974880523708436481,,,,IRNE,IRNE,IRNE,,IRNE
979724562727424005,,,,IMDS,IMDS,IMDS,,IMDS
979468715858251776,,,,IMDS,IMDS,IMDS,,IMDS
988164816639594496,,,,IRNE,IRNE,IRNE,,IRNE
983410023966617600,,,,IMDS,IMDS,IMDS,,IMDS
994946018251821061,,,,IMDS,IMDS,IMDS,,IMDS
989524791194513411,,,,IMDS,IMDS,IMDS,,IMDS
979112578159988736,,,,IRNE,IRNE,IRNE,,IRNE
983097310073835520,,,,IMDS,IMDS,IMDS,,IMDS
984165993630093313,,,,IMDS,IMDS,IMDS,,IMDS
1022832639420583936,,,,IMDS,IMDS,IRNE,,IMDS
997868394157395969,,,,IMDS,IMDS,IMDS,,IMDS
989532776906002432,,,,IMDS,IMDS,IMDS,,IMDS
1039588914410020864,,,,IMDS,IMDS,IMDS,,IMDS
1038221534911967232,,,,IRNE,IRNE,IRNE,,IRNE
1029155712088330242,,,,IRNE,IMDS,IRNE,,IRNE
980398041843863552,,,,IRNE,IRNE,IRNE,,IRNE
988117513350377473,,,,IMDS,IMDS,IMDS,,IMDS
988048283095486466,,,,IMDS,IMDS,IMDS,,IMDS
979693390131589121,,,,IMDS,IMDS,IMDS,,IMDS
980888646457942017,,,,IRNE,IRNE,IRNE,,IRNE
979559366306103297,,,,IMDS,IMDS,IMDS,,IMDS
994974835523702784,,,,IMDS,IMDS,IMDS,,IMDS
980035102087565312,,,,IMDS,IMDS,IMDS,,IMDS
1041462969484406784,,,,IRNE,IRNE,IRNE,,IRNE
979597791025655810,,,,IMDS,IRNE,IMDS,,IMDS
979414394273718272,,,,IMDS,IRNE,IMDS,,IMDS
997583375144767490,,,,IRNE,IRNE,IRNE,,IRNE
994918811659890690,,,,IMDS,IRNE,IMDS,,IMDS
995327861623058432,,,,IRNE,IMDS,IMDS,,IMDS
995635422503014401,,,,IMDS,IMDS,IRNE,,IMDS
990611277268516865,,,,IRNE,IRNE,IRNE,,IRNE
1039906422341988358,,,,IRNE,IMDS,IRNE,,IRNE
1037397839159197701,,,,IMDS,IMDS,IMDS,,IMDS
988402421687816192,,,,IMDS,IMDS,IMDS,,IMDS
984304503452262400,,,,IRNE,IRNE,IRNE,,IRNE
991416424328515584,,,,IMDS,IMDS,IMDS,,IMDS
1039610534180646913,,,,IMDS,IMDS,IMDS,,IMDS
984897817331294208,,,,IMDS,IMDS,IMDS,,IMDS
981624697845579776,,,,IMDS,IMDS,IMDS,,IMDS
988398105556148224,,,,IMDS,IMDS,IMDS,,IMDS
994933653082865665,,,,IMDS,IRNE,IRNE,,IRNE
994933406059417600,,,,IRNE,IRNE,IRNE,,IRNE
981563248842543104,,,,IMDS,IMDS,IMDS,,IMDS
988137257356980224,,,,IMDS,IRNE,IMDS,,IMDS
981956557687713793,,,,IMDS,IMDS,IMDS,,IMDS
990035873113747456,,,,IRNE,IRNE,IRNE,,IRNE
988137776062312449,,,,IRNE,IRNE,IRNE,,IRNE
1014989499024248832,,,,IRNE,IRNE,IRNE,,IRNE
990137242999017472,,,,IRNE,IRNE,IRNE,,IRNE
995607909655605249,,,,IMDS,IMDS,IMDS,,IMDS
981534555495718912,,,,IMDS,IMDS,IMDS,,IMDS
1041454467101716480,,,,IRNE,IRNE,IRNE,,IRNE
980112519829377024,,,,IRNE,IRNE,IRNE,,IRNE
988723994571534336,,,,IRNE,IRNE,IRNE,,IRNE
983196348932440065,,,,IMDS,IRNE,IMDS,,IMDS
1014582131559821312,,,,IRNE,IRNE,IRNE,,IRNE
994186287346221056,,,,IMDS,IRNE,IRNE,,IRNE
970393869237080064,,,,IRNE,IRNE,IRNE,,IRNE
981643172953645057,,,,IMDS,IMDS,IMDS,,IMDS
983413028275318789,,,,IMDS,IMDS,IMDS,,IMDS
979773643705241603,,,,IRNE,IRNE,IRNE,,IRNE
979766045203423234,,,,IMDS,IMDS,IMDS,,IMDS
994229221563228161,,,,IRNE,IRNE,IRNE,,IRNE
981233696031330304,,,,IMDS,IRNE,IRNE,,IRNE
1022881956189663234,,,,IMDS,IRNE,IMDS,,IMDS
994552924725547010,,,,IRNE,IRNE,IRNE,,IRNE
988025739546185733,,,,IMDS,IMDS,IMDS,,IMDS
988766580195676162,,,,IMDS,IMDS,IMDS,,IMDS
977960878334193664,,,,IMDS,IMDS,IMDS,,IMDS
989532831880802304,,,,IRNE,IRNE,IRNE,,IRNE
979207646422151168,,,,IMDS,IMDS,IMDS,,IMDS
995970250452668417,,,,IMDS,IMDS,IMDS,,IMDS
979693277623529473,,,,IRNE,IRNE,IRNE,,IRNE
