,,,Annotator 1,,,Annotator 2,,,Annotator 3,,,Annotator Labels ,,,,Labels Replacement ,,,,
1044642039734956033,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1022590014067302400,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980505885331030016,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988143098474696707,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981243848805572609,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979744124072054785,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981533512800047105,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981200682010193922,,,WA,FL,,WA,FL,,WA,FL,,WAFL,WAFL,WAFL,,IRNE,IRNE,IRNE,,IRNE
981563862129565697,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1042096713136254976,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
995632192675074048,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979705693904150528,,,HI,DS,,HI,FL,,HI,DS,,HIDS,HIFL,HIDS,,IRNE,IRNE,IRNE,,IRNE
988394889821016064,,,IM,DS,,IM,FL,,IM,DS,,IMDS,IMFL,IMDS,,IMDS,IMFL,IMDS,,IMDS
987781879049924608,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
970725837698891777,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980115692795191296,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984385657064906752,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1022962419327488001,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1005916948050432000,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1022502667606736896,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
994910413862113280,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988788205775392768,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988044471853035520,,,WA,DS,,IM,DS,,IM,DS,,WADS,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
980120976120799232,,,IM,DS,,IM,DS,,IR,NE,,IMDS,IMDS,IRNE,,IMDS,IMDS,IRNE,,IMDS
984806584588095489,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
983083744868388864,,,WA,FL,,WA,FL,,WA,FL,,WAFL,WAFL,WAFL,,IRNE,IRNE,IRNE,,IRNE
991810546495361024,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1037395182575149056,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979100534203473920,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
988174888929243136,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989530607993737216,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988386870349484033,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
979694788671885312,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994244354750451712,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981559501349408768,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981552493145546752,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984041679475929089,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981955368833241088,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994913647020445697,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988397515098771456,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
987759240084443137,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1031217684984340480,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1005913114976583680,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
980511532848173057,,,IM,DS,,IM,DS,,IR,NE,,IMDS,IMDS,IRNE,,IMDS,IMDS,IRNE,,IMDS
1022868567887437825,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994233567378116613,,,IM,DS,,IR,NE,,IR,NE,,IMDS,IRNE,IRNE,,IMDS,IRNE,IRNE,,IRNE
987802920308666370,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
984826573034541061,,,IM,DS,,IM,DS,,WA,DS,,IMDS,IMDS,WADS,,IMDS,IMDS,IRNE,,IMDS
981595936806850560,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981564732703420421,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984345318769807360,,,WA,FL,,WA,FL,,WA,FL,,WAFL,WAFL,WAFL,,IRNE,IRNE,IRNE,,IRNE
1037384622517248000,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988064358369460224,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
995372623499550721,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
991960645896757250,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994542506510561281,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1040576904015884289,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981828794414784512,,,IM,DS,,IM,DS,,WA,DS,,IMDS,IMDS,WADS,,IMDS,IMDS,IRNE,,IMDS
992844939011772416,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
981559574015684608,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988118545853804544,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
980467317833392129,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
974880523708436481,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
979724562727424005,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979468715858251776,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988164816639594496,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
983410023966617600,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994946018251821061,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989524791194513411,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979112578159988736,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
983097310073835520,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984165993630093313,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1022832639420583936,,,IM,DS,,IM,DS,,IR,NE,,IMDS,IMDS,IRNE,,IMDS,IMDS,IRNE,,IMDS
997868394157395969,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989532776906002432,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1039588914410020864,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1038221534911967232,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1029155712088330242,,,IR,NE,,IM,DS,,IR,NE,,IRNE,IMDS,IRNE,,IRNE,IMDS,IRNE,,IRNE
980398041843863552,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988117513350377473,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988048283095486466,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979693390131589121,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980888646457942017,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979559366306103297,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994974835523702784,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980035102087565312,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1041462969484406784,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
979597791025655810,,,IM,DS,,WA,DS,,IM,DS,,IMDS,WADS,IMDS,,IMDS,IRNE,IMDS,,IMDS
979414394273718272,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
997583375144767490,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
994918811659890690,,,IM,DS,,WA,DS,,IM,DS,,IMDS,WADS,IMDS,,IMDS,IRNE,IMDS,,IMDS
995327861623058432,,,IR,NE,,IM,DS,,IM,DS,,IRNE,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
995635422503014401,,,IM,DS,,IM,DS,,IR,NE,,IMDS,IMDS,IRNE,,IMDS,IMDS,IRNE,,IMDS
990611277268516865,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1039906422341988358,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
1037397839159197701,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988402421687816192,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984304503452262400,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
991416424328515584,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1039610534180646913,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984897817331294208,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981624697845579776,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988398105556148224,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994933653082865665,,,IM,DS,,WA,DS,,WA,DS,,IMDS,WADS,WADS,,IMDS,IRNE,IRNE,,IRNE
994933406059417600,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
981563248842543104,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988137257356980224,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
981956557687713793,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
990035873113747456,,,HI,DS,,IR,NE,,IR,NE,,HIDS,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988137776062312449,,,WA,DS,,WA,FL,,WA,DS,,WADS,WAFL,WADS,,IRNE,IRNE,IRNE,,IRNE
1014989499024248832,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
990137242999017472,,,WA,FL,,WA,DS,,WA,DS,,WAFL,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
995607909655605249,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981534555495718912,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1041454467101716480,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
980112519829377024,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988723994571534336,,,WA,FL,,WA,DS,,WA,FL,,WAFL,WADS,WAFL,,IRNE,IRNE,IRNE,,IRNE
983196348932440065,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
1014582131559821312,,,WA,DS,,IR,NE,,WA,DS,,WADS,IRNE,WADS,,IRNE,IRNE,IRNE,,IRNE
994186287346221056,,,IM,DS,,IR,NE,,IR,NE,,IMDS,IRNE,IRNE,,IMDS,IRNE,IRNE,,IRNE
970393869237080064,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981643172953645057,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
983413028275318789,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979773643705241603,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
979766045203423234,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994229221563228161,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981233696031330304,,,IM,DS,,IR,NE,,IR,NE,,IMDS,IRNE,IRNE,,IMDS,IRNE,IRNE,,IRNE
1022881956189663234,,,IM,DS,,IR,NE,,IM,DS,,IMDS,IRNE,IMDS,,IMDS,IRNE,IMDS,,IMDS
994552924725547010,,,WA,DS,,IR,NE,,WA,DS,,WADS,IRNE,WADS,,IRNE,IRNE,IRNE,,IRNE
988025739546185733,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988766580195676162,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
977960878334193664,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989532831880802304,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
979207646422151168,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
995970250452668417,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979693277623529473,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
988712117263044608,,,WA,FL,,WA,DS,,WA,FL,,WAFL,WADS,WAFL,,IRNE,IRNE,IRNE,,IRNE
994913536890548225,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
981556949501317121,,,IM,DS,,WA,DS,,IM,DS,,IMDS,WADS,IMDS,,IMDS,IRNE,IMDS,,IMDS
994166188732223489,,,WA,DS,,WA,DS,,WA,FL,,WADS,WADS,WAFL,,IRNE,IRNE,IRNE,,IRNE
987785558805176320,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994244988463697920,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
998673546984460290,,,IM,FL,,WA,FL,,WA,FL,,IMFL,WAFL,WAFL,,IMFL,IRNE,IRNE,,IRNE
988438331007610880,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
983465668443066368,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989764185675382791,,,IM,DS,,IM,DS,,WA,DS,,IMDS,IMDS,WADS,,IMDS,IMDS,IRNE,,IMDS
1005547678623821827,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
992017027610103808,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
979702232311582720,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
1022880585750958080,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1039597186869342208,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
1037318397896351745,,,IR,NE,,IM,DS,,IM,DS,,IRNE,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
973794912603959296,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
993990811833503745,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1037649399206354946,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
984823877279928320,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
987826302131605504,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981571925733445633,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989292979973013504,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989531865517379584,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
993381066638528513,,,WA,DS,,WA,FL,,WA,FL,,WADS,WAFL,WAFL,,IRNE,IRNE,IRNE,,IRNE
988015249239560193,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
974781661761110022,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
977957273585713152,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
988057204963139585,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981570277992779776,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988539163245973505,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
983411576882548736,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979728010441052160,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
994912652391604224,,,IR,NE,,IR,NE,,WA,DS,,IRNE,IRNE,WADS,,IRNE,IRNE,IRNE,,IRNE
989799073577357312,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981275966952673280,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
994902749623062528,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979738858299494402,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
973972189807595521,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
991727805133082624,,,WA,DS,,IM,DS,,IM,DS,,WADS,IMDS,IMDS,,IRNE,IMDS,IMDS,,IMDS
1045344921710931969,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989887969623494656,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
987771526438178820,,,IM,DS,,IR,NE,,WA,DS,,IMDS,IRNE,WADS,,IMDS,IRNE,IRNE,,IRNE
981559594051829760,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989815002327666688,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
991780716827553792,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
984407547468832768,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
984830072585670658,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981571362400751616,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979846732547809281,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
983410897879265280,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980181339809943552,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
984791482677846016,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984897761719062529,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981590250366668803,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
995359111872053248,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1045689706598490112,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
979716696926773249,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984423403863117824,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
979699267496501248,,,IM,DS,,IM,DS,,WA,DS,,IMDS,IMDS,WADS,,IMDS,IMDS,IRNE,,IMDS
994656430090346496,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
979743996242141184,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
1039598233146859521,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
984901689210802176,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
980475017476665345,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
981997671207591942,,,WA,FL,,IM,DS,,WA,FL,,WAFL,IMDS,WAFL,,IRNE,IMDS,IRNE,,IRNE
977800638615650304,,,WA,DS,,WA,DS,,WA,DS,,WADS,WADS,WADS,,IRNE,IRNE,IRNE,,IRNE
989528113146146816,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
989112899653242881,,,IM,FL,,IM,DS,,IM,DS,,IMFL,IMDS,IMDS,,IMFL,IMDS,IMDS,,IMDS
993876942029049858,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
986541260533063685,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
988390187674865666,,,WA,DS,,IM,DS,,WA,DS,,WADS,IMDS,WADS,,IRNE,IMDS,IRNE,,IRNE
991731639943356418,,,IM,DS,,IM,DS,,IM,DS,,IMDS,IMDS,IMDS,,IMDS,IMDS,IMDS,,IMDS
