,,,Annotator1,,,Annotator2,,,Annotator3,,,Annotator Labels,,,,Labels Replacement,,,,
996103870601465858,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998715232443863040,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042167868559908865,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037003214690902017,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046102920209596416,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993882469509169154,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
980675221920407552,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
970506323057143809,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045790245214703616,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
969315827903184896,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005442092569686016,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001941182291894272,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044934879480360960,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1003180862538768384,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1031260691741782017,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037655936771469312,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1038870633957019648,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001935842280202241,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999406614292688896,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994332257883230208,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005880050263023616,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994206800013615104,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993839239530995713,,,IR,NE,,IM,AC,,IM,AC,,IRNE,IMAC,IMAC,,IRNE,IMAC,IMAC,,IMAC
987798160109076480,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998349653694386178,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041304005610270721,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1013482618187206657,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044935579354505216,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980179649669029888,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
981273784668819456,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037429504774496257,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041238800444411904,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1042151059794350081,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998616842322284550,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994258360865382400,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037393005387411457,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991642709331972097,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1043934594637139973,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979877086239297536,,,IR,NE,,IM,AC,,IM,AC,,IRNE,IMAC,IMAC,,IRNE,IMAC,IMAC,,IMAC
1041299162229338112,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001185554715856896,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037370151270866944,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998479357516623872,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044966714922979330,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999751089246257152,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1046383962703187968,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036303568989548544,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042071826216767488,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000805052255268864,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
989570761223557121,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045817871341965313,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991796286297911296,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994187814714707968,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042088012107206656,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045014374103027714,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045288709799718912,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045757856937660417,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
998371656480514048,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
996100715985752064,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000107634354278400,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992909688697180162,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
987795282678173697,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045345694721159168,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001549410743005184,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988474922480685056,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1031229016114638851,,,IR,NE,,IM,AC,,HI,AC,,IRNE,IMAC,HIAC,,IRNE,IMAC,IRNE,,IRNE
1038757664770215937,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997643674396889094,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
987839201851990016,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991223571358863370,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1006312989945942017,,,IR,NE,,IM,AC,,IR,NE,,IRNE,IMAC,IRNE,,IRNE,IMAC,IRNE,,IRNE
983082232779862016,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
983038311269793792,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042098612929523713,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997598060929781761,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992821224488095744,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000304346830163968,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981971955229261825,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001311812229451776,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000774673515282434,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988738788531884034,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997556950580846592,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041242331800920064,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000430118735634432,,,WA,AC,,IR,NE,,WA,AC,,WAAC,IRNE,WAAC,,IRNE,IRNE,IRNE,,IRNE
988582905906515970,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994760264699564037,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998744858050416640,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
983492882563727360,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993801308602814470,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1042172357006315520,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000377191702630402,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036646678605037568,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981274388157861890,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998491768256630784,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979748051643518984,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001957042028994560,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014076060067983361,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1031222431858548738,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997641065837547520,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995333446942814210,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014941750190673925,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1013910031291617281,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001860486818942978,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000810596638625794,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001171066037899265,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
977938099664834560,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044664625269288963,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000318656683937792,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036710910662987778,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041238782853439488,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1003182098784620545,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998630274652164098,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988453516711727110,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041235624928395265,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998278686452387840,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
987795294355107840,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036346472651022341,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1043874648360931329,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988433095375409152,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041227650080141312,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
992703767412985856,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044862946608906240,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979846773014482944,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1003235597459210242,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001959339299672067,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993457197517598722,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1034905561832345610,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997786006421147648,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998475986063822848,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041383948822175746,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1014180917416484865,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037342199581564928,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995584587689578496,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999378912974180353,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
987805665044455426,,,IM,AC,,IR,NE,,IR,NE,,IMAC,IRNE,IRNE,,IMAC,IRNE,IRNE,,IRNE
1044640119163105282,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993234614817886208,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979719457399549954,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000502553820450817,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001456757712064513,,,IR,NE,,IM,AC,,IR,NE,,IRNE,IMAC,IRNE,,IRNE,IMAC,IRNE,,IRNE
1000137013088092160,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988413523452743680,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995594224144932865,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989083648044478464,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997466509827084288,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988386664950255616,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1040998184179380224,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
990890335931858944,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001955135059357702,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005944687499325445,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001960041656840192,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005960509164785664,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036587469154775042,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998690291187150848,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988390657164275712,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999827615916666880,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005838082036334592,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998316791402323968,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993162524613898245,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042298119436861440,,,IM,AC,,IM,AC,,HI,AC,,IMAC,IMAC,HIAC,,IMAC,IMAC,IRNE,,IMAC
1001961489765412864,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
987861914243031040,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980049571459018752,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001389717580058624,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999930027490787328,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001622308417691648,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988432917260062720,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999339676979773440,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014266138987986944,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992205796867035142,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994759197316337665,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998333686738313217,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993893710239813632,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037407285239316480,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998167238090862592,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1033430704091213825,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045004878525997056,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
990656351213891584,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994250774686453760,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014887302055817216,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991421337372643328,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000430699818647552,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997639027678416897,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037348350633418752,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000359663530070017,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
990483600125636609,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1003350240496238593,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001094015767515136,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
980248628064288768,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1044902077540061184,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1043830336734588928,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041230933687496705,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999334217053065221,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037285186743021570,,,HI,AC,,IR,NE,,IR,NE,,HIAC,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993937840458358784,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
979374904821927937,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999453491721588736,,,WA,AC,,IM,AC,,HI,AC,,WAAC,IMAC,HIAC,,IRNE,IMAC,IRNE,,IRNE
988419572738002944,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045640960040996869,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991673745214500865,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988033055808983040,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041238373879427072,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
980068642405732353,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988152810033303559,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001229200177745921,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1015300884451020811,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
